cidade_01,nome,id.x,meio,regiao_metropolitana.x,uf.x,estado01,regiao01,pais.x,fonte,name,about,category,description,general_info,likes,link,city,state,country,latitude,longitude,talking_about_count,username,website,,
CATALÃO,SERRA DOURADA NEWS,id590,Jornal,n/d,GO,Goiás,CO,Brasil,Secom/PR,Jornal Serra Dourada News,Produzir e publicar notícias de interesse público. Permitir que o leitor seja ator determinante dos fatos divulgados nas páginas do jornal e tenha orgulho e satisfação ao ler informações de qualidade e  veracidade.,Newspaper,"Em 15 de fevereiro de 1999 nascia na cidade de Catalão, região sudeste de Goiás, o Jornal Serra Dourada News sob o comando do empresário Carlos Glayson Duarte. Inicialmente o jornal circulava bimestralmente. Depois, com o seu crescimento em toda região, mudou de bimestral para mensal nos mais de 50 municípios em que circula com informações de interesse público produzidas por jornalistas formados e especializados.
Nesses mais de 19 anos de circulação o Jornal Serra Dourada News acumulou experiência, reconhecimento e credibilidade graças à sua política de mostrar os grandes potenciais sócio-econômicos que as cidades onde circula apresentam, sua cultura, história e tradições. Nenhum outro jornal cobre tão bem os fatos mais importantes registrados nas regiões Sul, Estrada de Ferro e Sudeste de Goiás, Goiânia, Grande Goiânia e Alto Paranaíba, Triângulo Mineiro e Noroeste de Minas (Minas Gerais) como faz o Jornal Serra Dourada News, reconhecido por autoridades e a sua gama de leitores em geral por sua seriedade e compromisso com a verdade. 
A população da região sabe que as notícias publicadas no Serra Dourada News representam a certeza da circulação do fato, a seriedade das informações e direito dos personagens de se manifestarem, seja para mostrar um determinado acontecimento, seja para apresentar a sua versão dos fatos.
Com o crescimento das mídias digitais, o Jornal Serra Dourada News também ingressou de forma contundente nesse ambiente on line e tem nas suas páginas na internet a edição que circula todo mês, além de notícias do dia a dia em seus mais variados aspectos. 
",NA,583,https://www.facebook.com/sdnewscatalao/,Catalão,GO,Brazil,-18.0623123,-47.8125,886,sdnewscatalao,http://www.sdnews.com.br,,
MIGUEL PEREIRA,SERRA NEWS,id2087,Jornal,n/d,RJ,Rio de Janeiro,SE,Brasil,Secom/PR,SERRA News,NOTICIAS DA SERRA DA IBIAPABA E REGIÃO,Community,NA,NA,115,https://www.facebook.com/CARLOSIBIAPIN/,NA,NA,NA,NA,NA,1,CARLOSIBIAPIN,NA,,
SÃO JOAQUIM,SERRA SC,id2864,Online,n/d,SC,Santa Catarina,S,Brasil,Secom/PR,Ave Serra - SC,"Uma marca do Grupo Granja Pinheiros

Alimentos congelados e resfriados",Food & Beverage Company,NA,NA,1141,https://www.facebook.com/aveserrascoficial/,Grão Pará- SC,NA,NA,NA,NA,3,aveserrascoficial,www.aveserra.com.br,,
CONCEIÇÃO DE MACABU,SERRAMAR,id2040,Jornal,n/d,RJ,Rio de Janeiro,SE,Brasil,Secom/PR,SERRAMAR,Sabor e Saúde todo dia,Company,"A Cooperativa de Laticínios Serramar, antiga Cooperativa de Laticínios Guaratinguetá, foi fundada em 02 de Abril de 1944. Possui hoje mais de 800 cooperados, reunindo produtores de diversos municípios do interior do estado de São Paulo - Guaratinguetá, Aparecida, Arapeí, Areias, Bananal, Cachoeira Paulista, Canas, Cruzeiro, Cunha, Lagoinha, Lavrinhas, Lorena, Pindamonhangaba, Piquete, Potim, Queluz, Roseira e São José do Barreiro.

Produz atualmente mais de 65 milhões de litros de leite, contando com uma ampla rede de distribuição, levando a saúde do campo a regiões como o Vale do Paraíba, Campinas, Região Bragantina, Região Sul Fluminense, Litoral Norte, São Paulo e Grande São Paulo.

Em uma moderna unidade industrial, reinaugurada em dezembro de 2012, o leite das fazendas é processado por máquinas de última geração, garantindo e originando produtos da mais alta qualidade, das marcas Serramar, Milk Mix e Maringá.",NA,12921,https://www.facebook.com/serramarlaticinios/,Guaratinguetá,SP,Brazil,-22.7944107,-45.16871026,22,serramarlaticinios,http://www.serramar.coop.br,,
PORTO ALEGRE,SETCERGS,id2425,Online,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,Secom/PR,Setcergs - Sindicado das empresas de transporte de cargas e logística do RS,Sindicato das Empresas de Transporte de Cargas e Logística no Estado do Rio Grande do Sul ,Organization,Órgão de representação sindical patronal do transporte rodoviário de cargas e logística com base territorial na maior parte do Estado do Rio Grande do Sul.,NA,2355,https://www.facebook.com/Setcergs/,Porto Alegre,RS,Brazil,-30.01283,-51.19521,5,Setcergs,http://www.setcergs.com.br,,
SETE LAGOAS,SETE DIAS,id1117,Jornal,n/d,MG,Minas Gerais,SE,Brasil,Secom/PR,Sete Dias,Sete Dias. Sete Escritores. Varios pensamentos.,Community,NA,NA,217,https://www.facebook.com/nossos7dias/,NA,NA,NA,NA,NA,0,nossos7dias,NA,,
SETE LAGOAS,SETE LAGOAS,id799,Online,n/d,MG,Minas Gerais,SE,Brasil,Secom/PR,Sete Lagoas,"Portal de Notícias, serviços e entretenimento de Sete Lagoas",Regional Website,"Site mais completo da cidade de Sete Lagoas - MG. Notícias, fotos, história, hoteis, restaurantes, como chegar, agenda, festas, tudo isso você só encontra aqui.",NA,63840,https://www.facebook.com/setelagoas/,NA,NA,NA,NA,NA,7283,setelagoas,www.setelagoas.com.br,,
PITANGUI,SETIMA VILA,id1064,Jornal,n/d,MG,Minas Gerais,SE,Brasil,Secom/PR,Sétima Vila,"O Sétima Vila conta com um ambiente aconchegante, perfeito para reunir com sua família e amigos!

Venha conhecer e desfrutar de uma boa música, cerveja sem",Brewery,"O Sétima Vila conta com um ambiente aconchegante, perfeito para reunir com sua família e amigos!

Venha conhecer e desfrutar de uma boa música, cerveja sempre gelada e uma comida deliciosa!",NA,4172,https://www.facebook.com/SetimaVilaPitangui/,Pitangui,MG,Brazil,-19.67782817,-44.89241123,69,SetimaVilaPitangui,NA,,
ITU,SEXTA FEIRA,id4242,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Hoje é Sexta-feira,Bem-vindo ao dia mais animador de todos! Fique sabendo das melhores coisas para se fazer para começar bem o fim de semana. Curte aí! ,Community,"Hoje é dia...
de tomar uma cerveja
de sair pra baladinha
de dançar feito maluco
de aprontar a noite inteira

de acordar acelerado
de torcer pelo relógio
de contar umas histórias
de achar umas festinhas

de sair de casa logo
de correr pra madrugada
de beber com os amigos
de rever a namorada

Hoje é o dia!
Porque hoje é SEXTA-FEIRA!",NA,105479,https://www.facebook.com/hojeesextafeira/,NA,NA,NA,NA,NA,321,hojeesextafeira,http://twitter.com/hjesextafeira,,
INDAIATUBA,SEXTA- FEIRA,id4204,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,SextaFeira,Vídeos de Games e etc,Personal Blog,NA,NA,352,https://www.facebook.com/SextaFeiraGamer/,NA,NA,NA,NA,NA,24,SextaFeiraGamer,https://www.youtube.com/channel/UCUFEHPdpqZI3CiTXq2oBKqg,,
SÃO PAULO,SHOPTIME.COM,id3511,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Shoptime.com,NA,Interest,"Shoptime é uma empresa brasileira de varejo, criada em 1995, que possui um canal de televisão, a TV Shoptime, e um site de comércio eletrônico. Desde 2005, pertence ao grupo B2W Digital. Antes disso, pertencia à Globosat.HistóriaO Shoptime foi concebido como parte de um plano de expansão da Multicanal, operadora de televisão a cabo. O objetivo principal era iniciar uma operação própria de DTH no Brasil (televisão via satélite). Para isso, a operadora investiu para montar um projeto de programação. Seriam lançados novos canais, como um de filmes de aventura, um infantil e outro voltado ao público feminino; entre os planos, estava um canal de vendas, batizado de Shoptime. Inspirado no modelo norte-americano de home shopping, que já contava com redes como HSN e QVC, sua programação seria 24 horas dedicada às televendas. O projeto de DTH da Multicanal e o lançamento dos demais canais foram interrompidos devido a divergências entre os acionistas da operadora, o que interrompeu os preparativos. O Shoptime, no entanto, já estava pronto para iniciar suas operações.Dessa forma, em 6 de novembro de 1995, entrou no ar como o primeiro canal brasileiro de televendas. Somando investimentos de 5,5 milhões de dólares, o Shoptime foi inicialmente gerido em sociedade entre a Multicanal, as Organizações Globo (que detinha 40% de participação) e as Lojas Americanas (10%).",NA,115401,https://www.facebook.com/pages/Shoptimecom/106265049410868,NA,NA,NA,NA,NA,0,NA,http://www.shoptime.com.br/,,
FLORIANÓPOLIS,SHOW DE RECEITAS,id2818,Online,n/d,SC,Santa Catarina,S,Brasil,Secom/PR,Show de Receitas,"Diversas receitas para o dia-a-dia!
Curta nossa página e receba receitas deliciosas em seu Facebook!",Kitchen/Cooking,NA,NA,854677,https://www.facebook.com/ShowDeReceitas/,NA,NA,NA,NA,NA,3745,ShowDeReceitas,http://www.showdereceitas.org,,
VITÓRIA,SIM NOTICIAS,id430,Online,n/d,ES,Espírito Santo,SE,Brasil,Secom/PR,SIM Notícias,"Colabore com o SIM Notícias.
Envie fotos, vídeos, áudios e flagrantes via inbox",Media/News Company,NA,NA,20423,https://www.facebook.com/simnoticiaspe/,NA,NA,NA,NA,NA,6447,simnoticiaspe,NA,,
BRASÍLIA,SINDICOS DF,id400,Jornal,RIDE DF,DF,Distrito Federal,CO,Brasil,Secom/PR,Folha do Síndico - Distrito Federal,"Uma publicação da JR Office - Especializada em Assessoria Condominial.
Mídia sobre assuntos condominiais já consagrada no mercado nacional.
Distribuição Mensal Gratuita.",Media/News Company,"A Folha do Síndico é uma mídia já consagrada no mercado nacional e uma ótima opção para quem quer divulgar seus produtos e serviços. Uma prova disso é o alto índice de renovação de seus anunciantes, evidenciando o sucesso e os bons resultados que o jornal produz. Para se ter uma idéia, 69% dos anunciantes veiculam seus anúncios, mês a mês, há mais de 10 anos, sem interrupção, confirmando que a parceria com a Folha do Síndico só tem dado certo.",NA,2329,https://www.facebook.com/folhadosindicodf/,Brasília,DF,Brazil,NA,NA,6,folhadosindicodf,http://www.folhadosindicodf.com.br,,
SÃO MIGUEL DO OESTE,SISTEMA 103,id2866,Online,n/d,SC,Santa Catarina,S,Brasil,Secom/PR,Sistema 103 de Rádios,"Bem-vindo ao Grupo WH Comunicacões no Facebook. ""Curta"" a nossa página e obtenha atualizações e fotos sobre as últimas notícias. Site: www.wh3.com.br",Newspaper,"Grupo de Comunicação com emissoras de Rádio, Jornais e Portal de Notícias no Extremoeste de SC. Sedes em São Miguel do Oeste, Descanso, Guaraciaba, Maravilha e Pinhalzinho. Jornais em São Miguel do Oeste e Maravilha.",NA,29230,https://www.facebook.com/wh3.com.br/,São Miguel do Oeste,SC,Brazil,-26.73461147,-53.50859836,5735,wh3.com.br,http://www.wh3.com.br,,
QUIXERAMOBIM,SISTEMA MAIOR DE COMUNICAÇAO,id198,Online,n/d,CE,Ceará,NE,Brasil,Secom/PR,Sistema Maior de Comunicação,"Estamos sempre atentos, trabalhando com imparcialidade e responsabilidade para mantê-lo bem informado. Essa é a nossa marca, essa é a nossa cara.",Arts & Entertainment,"Assumindo o compromisso com a informação de qualidade, o Sistema Maior de Comunicação dispõe de um Departamento de Jornalismo atuante, com correspondentes nas principais cidades do país, acompanhando diariamente os fatos, levando aos seus ouvintes e internautas a notícia com responsabilidade, o que o credencia como um dos mais respeitados grupos de comunicação do Estado.

O trabalho desenvolvido pelo Sistema Maior de Comunicação tem um amplo alcance social, envolvendo os ouvintes e a população em geral na discussão dos fatos do dia a dia e em campanhas educativas nas áreas de saúde, educação e trânsito, bem como através dos problemas da cidade e dos principais fatos do Ceará e do Brasil.

Esse é o nosso compromisso com você, que nos acompanha através do rádio ou da Internet. Essa é a nossa marca, essa é a nossa cara, o nosso jeito de fazer comunicação.",NA,10832,https://www.facebook.com/sistemamaior/,Quixeramobim,CE,Brazil,-5.198816596,-39.29390754,689,sistemamaior,http://www.sistemamaior.com.br http://quixeramobimagora.blogspot.com,,
DIVINÓPOLIS,SISTEMA MPA,id764,Online,n/d,MG,Minas Gerais,SE,Brasil,Secom/PR,Sistema MPA de Comunicação,O maior grupo de comunicação de Divinópolis e região.,Media/News Company,"Composto pelas Rádios: 94FM, Nova FM,  Minas AM, Minas FM, TV Candidés, Look Outdoor. Este grupo é lider em seu seguimento na região centro oeste.
Possui um portal de notícias, constantemente atualizado com notícias locais e regionais, mantendo toda região centro oeste informada de suas cidades e região.
Possui uma das melhores equipes de esporte do estado de Minas Gerais, faz cobertura de quase todos os jogos de Atlético, Cruzeiro, Guarani de Divinópolis  direto do estado, com isso trazendo muito mais informações e dinamismo que outras rádios que apenas narra o jogo diretamente da imagem de televisão.",NA,44405,https://www.facebook.com/sistemampa/,Divinópolis,MG,Brazil,-20.1437265,-44.8891321,8521,sistemampa,http://www.sistemampa.com.br,,
JUAZEIRO DO NORTE,SITE MISÉRIA,id193,Online,n/d,CE,Ceará,NE,Brasil,Secom/PR,Site Miséria,"Notícias do Juazeiro do Norte, do Cariri, do Ceará, do Brasil e do Mundo",Media/News Company,"ACONTECEU TÁ NO MISÉRIA

O Site de Notícias da Cidade do Padre Cícero, Juazeiro do Norte. Noticiando tudo que acontece em Juazeiro, Crato, Barbalha, Cariri, Ceará, Nordeste, Brasil e no Mundo.",NA,155814,https://www.facebook.com/SiteMiseria/,Juazeiro do Norte,CE,Brazil,NA,NA,11905,SiteMiseria,www.miseria.com.br,,
CURITIBA,SIX BILLION,id1567,Online,RM Curitiba,PR,Paraná,S,Brasil,Secom/PR,Six Billion,Empresa especializada em mídia para Games. Atuação em toda América Latina.,Media/News Company,NA,NA,3614,https://www.facebook.com/sixbillion/,NA,NA,NA,NA,NA,1,sixbillion,www.6bl.com.br,,
SÃO BENTO DO SUL,SO NEGOCIOS,id3139,Jornal,n/d,SC,Santa Catarina,S,Brasil,Secom/PR,Só Negócios,NA,Business Service,NA,NA,226,https://www.facebook.com/sonegociosba/,Bom Jesus da Lapa,BA,Brazil,-13.2558304,-43.4164411,0,sonegociosba,NA,,
SÃO PAULO,SÓ NOTICIA BOA,id3818,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,SoNoticiaBoa.com.br,"SóNotíciaBoa, 6 anos de jornalismo que te faz bem! Pra inspirar, animar e melhorar seu dia. Curta, comente, compartilhe: www.sonoticiaboa.com.br
www.youtube.com/canalsonoticiaboa
www.Instagram/sonoticiaboa",News & Media Website,"SóNotíciaBoa, 6 anos de jornalismo que te faz bem! Pra inspirar, animar e melhorar seu dia. Conheça nosso portal www.sonoticiaboa.com.br e compartilhe informação positiva, pra gente melhorar o astral, melhorar as pessoas, melhorar esse mundo! Bem vindo!",NA,134958,https://www.facebook.com/Sonoticiaboa.com.br/,NA,NA,NA,NA,NA,8064,Sonoticiaboa.com.br,http://www.sonoticiaboa.com.br,,
SINOP,SO NOTICIAS,id1313,Online,n/d,MT,Mato Grosso,CO,Brasil,Secom/PR,SoNoticias,Só Notícias está há 17 anos no mercado. É o 1º jornal virtual do interior de Mato Grosso. Também publica Agronotícias e Social News,Media/News Company,Só Notícias está há 17 anos no mercado. É o 1º jornal virtual do interior de Mato Grosso. Também publica Agronotícias e Social News,NA,184391,https://www.facebook.com/SoNoticiasMT/,Sinop,MT,Brazil,-16.63619188,-56.953125,1103,SoNoticiasMT,http://www.sonoticias.com.br,,
FAXINAL,SO NOTICIAS - SO NEGOCIOS,id1703,Jornal,n/d,PR,Paraná,S,Brasil,Secom/PR,Girua.net - Noticias e negócios em um só portal,Girua.net é o portal de notícias e negócios da cidade de Giruá e região do Rio Grande do Sul.,Media/News Company,"O Portal GIRUA.NET, é o resultado de empreendedores digitais apaixonados por tecnologia e inovação. Levar e trazer informação de todas e para todos os confins do nosso planeta através da internet. Permitindo-nos atuar como vitrine regional da comunidade giruaense. ajudando empresas locais a se destacarem no ambiente web.

Para nós do Girua.net você visitante é o nosso cliente mais importante, é você a razão da nossa existência.

Fiquem a vontade para opinar.

Equipe Girua.net",NA,3034,https://www.facebook.com/girua.net/,Giruá,RS,Brazil,-28.0283821,-54.3479266,6,girua.net,http://www.girua.net,,
CANOAS,SOCIAL SIMBOLO,id2499,Jornal,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,Secom/PR,Meps - Movimento Estrategico Pela Sustentabilidade,NA,Social Service,NA,NA,1,https://www.facebook.com/pages/Meps-Movimento-Estrategico-Pela-Sustentabilidade/1083255218404698,São Paulo,SP,Brazil,-23.62513,-46.72839,0,NA,NA,,
SALVADOR,SOCIEDADE ONLINE,id93,Online,RM Salvador,BA,Bahia,NE,Brasil,Secom/PR,Sociedades On-Line,"Nossa proposta e auxiliar as SOCIEDADES MÉDICAS a administrar seus sócios e a manter um crescimento continuo, oferecendo atendimento virtual completo. ",Event,Gestão Secretarial e Eventos ,NA,57,https://www.facebook.com/onlinesociedades/,Porto Alegre,RS,Brazil,-30.0572812,-51.1863184,0,onlinesociedades,www.sociedadesonline.com.br,,
ASSAÍ,SOL NASCENTE,id1643,Jornal,n/d,PR,Paraná,S,Brasil,Secom/PR,Sol Nascente,"Pizzas e salgados Sol nascente; bom, gostoso e barato!!!",Hotel,NA,NA,3314,https://www.facebook.com/Sol-Nascente-133431824059592/,Sapé,PB,Brazil,NA,NA,3,NA,NA,,
BELO HORIZONTE,SOU BH,id745,Online,RM Belo Horizonte,MG,Minas Gerais,SE,Brasil,Secom/PR,Sou BH,"Cultura, lazer e entretenimento. Tudo de melhor que rola em BH em um só lugar. Acesse, comente, compartilhe! Um portal feito por você! Sou BH.",Regional Website,NA,NA,492690,https://www.facebook.com/soubhevoce/,NA,NA,NA,NA,NA,55858,soubhevoce,http://www.soubh.com.br,,
BRASÍLIA,SOU BRASILIA,id331,Online,RIDE DF,DF,Distrito Federal,CO,Brasil,Secom/PR,Sou Brasília,O mais jovem site de eventos e cultura de Brasília - www.soubrasilia.com,Media/News Company,NA,NA,164601,https://www.facebook.com/soubsb/,Brasília,DF,Brazil,NA,NA,556,soubsb,http://www.soubrasilia.com,,
SÃO PAULO,SOU MAIS EU,id3768,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Sou Mais Eu,"A Sou Mais Eu! é o único portal brasileiro que publica histórias reais enviadas pelas leitoras! 
Quer sair no nosso site? Nos conte sua história! ",News & Media Website,"A Sou Mais Eu! é o único portal brasileiro que publica histórias reais enviadas pelas leitoras! 
Quer sair no nosso site? Basta nos contar sua história pelos canais abaixo:

e-mail: soumaiseu@maisleitor.com.br
WatsApp: 11 99186-5125
site: http://soumaiseu.uol.com.br 

A Sou Mais Eu! foi criada em novembro de 2006 com a inusitada proposta de publicar histórias reais que são enviadas pelas leitoras. As reportagens são checadas por jornalistas.",NA,2538788,https://www.facebook.com/revistasoumaiseu/,NA,NA,NA,NA,NA,6704,revistasoumaiseu,http://soumaiseu.uol.com.br,,
TABOÃO DA SERRA,SP REPORTER,id4684,Jornal,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,SP Repórter News,"Jornal impresso que circula há 16 anos em Taboão da Serra, Embu das Artes, Itapecerica da Serra e São Paulo. ",Newspaper,"O jornal SP Repórter News é semanal. São 16 anos de credibilidade informando os principais destaques de Taboão da Serra, Embu das Artes, Itapecerica da Serra, Campo Limpo e Jardim Macedônia-SP.",NA,10451,https://www.facebook.com/jornalspreporter/,Taboão da Serra,SP,Brazil,-23.6019,-46.7528,409,jornalspreporter,http://www.jornalspreporter.com.br,,
ITAÚNA,S'PASSO,id977,Jornal,n/d,MG,Minas Gerais,SE,Brasil,Secom/PR,Spasso Escola de Circo,"Circo contemporâneo, arte e cultura.",Circus,"Circo contemporâneo, arte e cultura.","A Spasso oferece o curso de formação profissional de aprox. 03 anos e também cursos livres em diversas modalidades. 

Aéreo, acrobacia, malabares, oficina de circo infantil e adulto, inclusive com uma alternativa de aulas somente aos sábados!

",5660,https://www.facebook.com/CircoSpasso/,Tiradentes,MG,Brazil,-21.10703212,-44.16697025,10,CircoSpasso,http://www.circospasso.wordpress.com,,
SÃO PAULO,SPORT CLUBE CORINTHIANS,id3867,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Sport Clube Corinthians,NA,Sports Club,NA,NA,439,https://www.facebook.com/pages/Sport-Clube-Corinthians/126650727450478,São Paulo,SP,Brazil,-23.52686951,-46.56634663,0,NA,http://www.corinthians.com.br,,
RIO DE JANEIRO,SPORTV.COM,id1846,Online,RM Rio de Janeiro,RJ,Rio de Janeiro,SE,Brasil,Secom/PR,sportv.com,NA,TV Channel,NA,NA,485,https://www.facebook.com/sportvcom-865245486823240/,NA,NA,NA,NA,NA,1,NA,NA,,
SÃO PAULO,SPOTIFY INTERNACIONAL,id3416,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Move in the Right Direction,NA,Song,"""Move in the Right Direction"" is a song by American indie rock band Gossip, released as the second single from their fifth studio album, A Joyful Noise (2012). The song found some success in Europe, reaching number two in Poland and number three in Austria and Hungary. The accompanying music video was directed by Price James.Track listings;UK and Irish iTunes EP – Remixes""Move in the Right Direction"" – 3:31""Move in the Right Direction"" – 4:02""Move in the Right Direction"" – 6:40""Move in the Right Direction"" – 6:34""Move in the Right Direction"" – 4:36 ;German iTunes EP – Remixes""Move in the Right Direction"" – 3:12""Move in the Right Direction"" – 3:53""Move in the Right Direction"" – 4:36""Move in the Right Direction"" – 4:02""Move in the Right Direction"" – 6:34""Move in the Right Direction"" – 3:18 ;German CD single""Move in the Right Direction"" – 3:12""Move in the Right Direction"" – 3:31PersonnelCredits adapted from A Joyful Noise album liner notes.Gossip Gossip – additional production Beth Ditto – vocals Hannah Blilie – drums, percussion Nathan Howdeshell – guitar, keyboards, live bass, programming Additional personnel  Tom Coyne – mastering Fred Falke – additional programming, composition Luke Fitton – additional programming Matt Gray – additional programming, mixing Brian Higgins – additional programming, composition, mixing, producer Joshua Jenkin – additional programming Kieran Jones – additional programming, composition Sam Martin – additional programming Owen Parker – additional programming Jason Resch – additional composition, additional programming, composition Toby Scott – additional programming, composition, mixing, special production assistant Jeremy Sherrer – additional percussion, engineer Ben Taylor – assistant recording engineer",NA,151,https://www.facebook.com/pages/Move-in-the-Right-Direction/418908248155043,NA,NA,NA,NA,NA,0,NA,NA,,
RIO DE JANEIRO,SRZD,id1982,Online,RM Rio de Janeiro,RJ,Rio de Janeiro,SE,Brasil,Secom/PR,SRzd Carnaval,O mundo do samba mais perto de você!,News & Media Website,NA,NA,67364,https://www.facebook.com/srzdcarnaval/,NA,NA,NA,NA,NA,5739,srzdcarnaval,http://www.srzd.com/carnaval,,
BARUERI,START,id4009,Jornal,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Startup Weekend Inovação Social Niterói,"Uma imersão no universo das startups! Um fim de semana intenso, com mentores incríveis, networking, todas as refeições inclusas e premiação para as equipes vencedoras. ",Community,NA,NA,193,https://www.facebook.com/SWNSocial/,Niterói,RJ,Brazil,-19.97334879,-18.984375,66,SWNSocial,https://www.sympla.com.br/startup-weekend-niteroi__179309,,
PONTA GROSSA,STIVE NOTÍCIAS,id5125,Online,n/d,PR,Paraná,S,Brasil,Atlas da NotÃ­cia,STIVE Notícias,"Notícias, entreterimento, dicas de Segurança, e Muito Mais...",Public Figure,"""Por uma Sociedade mais Digna""",NA,5469,https://www.facebook.com/stivenoticiais/,NA,NA,NA,NA,NA,2038,stivenoticiais,https://stivenoticias.blogspot.com.br/?m=1,,
PORTO ALEGRE,SUA MÚSICA,id2434,Online,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,Secom/PR,Sua Música,"www.suamusica.com.br
O mais versátil Portal de entretenimento de áudio do Brasil.",News & Media Website,A maior comunidade de artistas independentes do Brasil,NA,1509339,https://www.facebook.com/suamusica/,NA,NA,NA,-21.94304553,-52.734375,66958,suamusica,www.suamusica.com.br,,
PORTO ALEGRE,SUA RENDA,id2433,Online,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,Secom/PR,Blog SuaRenda Como Ganhar Dinheiro na Internet.,"Aprenda, compartilhe e descubra todos os meios de se ganhar dinheiro na internet! Abra sua mente para uma nova idéia!",Business & Economy Website,"Além de lazer, entretenimento e contato social a internet tem se mostrado muito promissora financeiramente, algumas pessoas já largaram seus empregos para viver somente de usas rendas Online! Com um mercado consumidor de 100 milhões de habitantes, não podemos nos dar ao luxo de ficar de fora! Portanto discute-se métodos de ganhar dinheiro na internet.",NA,431,https://www.facebook.com/SuaRenda/,NA,NA,NA,NA,NA,0,SuaRenda,http://blog.suarenda.com.br,,
SÃO PAULO,SUBMARINO.COM,id3463,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,SubMarino.com,"sou apenas Afiliado realizo vendo 
nao ofereço qualquer tipo de suporte me desculpa",Website,NA,NA,28,https://www.facebook.com/VendasSubmarino/,NA,NA,NA,NA,NA,1,VendasSubmarino,https://www.facebook.com/SubMarinocom-119573888800848/?ref=settings,,
SÃO PAULO,SUCCESSFUL FARMING,id3558,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Successful Farming,"Follow for information on Successful Farming magazine, Successful Farming at Agriculture.com, and the Successful Farming Machinery Show.",News & Media Website,NA,NA,36581,https://www.facebook.com/SuccessfulFarmingUSA/,NA,NA,NA,NA,NA,1225,SuccessfulFarmingUSA,http://www.agriculture.com,,
FARTURA,SUDOESTE DO ESTADO,id4142,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Sudoeste do Estado,NA,Media/News Company,NA,NA,9277,https://www.facebook.com/sudoestedoestado/,NA,NA,NA,NA,NA,1333,sudoestedoestado,http://www.jsudoeste.com.br/,,
RIO VERDE,SUDOESTE JORNAL,id674,Jornal,n/d,GO,Goiás,CO,Brasil,Secom/PR,Jornal Sudoeste,Novo Jornal do Litoral Alentejano com sede em Odemira,Media/News Company,NA,NA,2313,https://www.facebook.com/Jornal-Sudoeste-389423617860894/,NA,NA,NA,NA,NA,46,NA,www.jornalsudoeste.com,,
ITU,SUINOCULTURA INDUSTRIAL,id3292,Online,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Suinocultura Industrial,Suinocultura Industrial revista pioneira do setor é a principal fonte de consulta dos profissionais atuantes na suinocultura moderna.,News & Media Website,"Suinocultura Industrial aborda temas como manejo, produção, nutrição, genética, equipamentos, unidades de pesquisa, sanidade e muitos outros relacionados ao setor.
Seus leitores são em sua maioria: produtores, empresários, técnicos, pesquisadores envolvidos com o setor, médicos veterinários, sanitaristas, zootecnistas e estudantes.

As publicações Avicultura Industrial, Suinocultura Industrial e Biomassa & Bioenergia podem ser acessadas na internet, onde você encontra notícias atualizadas em tempo real e análises exclusivas de cada setor. É o ponto de encontro virtual dos formadores de opinião mais ágeis do agribusiness e agroenergia.
",NA,14021,https://www.facebook.com/suinoculturaindustrial/,NA,NA,NA,NA,NA,291,suinoculturaindustrial,http://www.suinoculturaindustrial.com.br/,,
TEIXEIRA DE FREITAS,SUL BAHIA NEWS,id107,Online,n/d,BA,Bahia,NE,Brasil,Secom/PR,SulBahiaNews,NA,News & Media Website,NA,NA,25346,https://www.facebook.com/Sulbahianews/,NA,NA,NA,NA,NA,1193,Sulbahianews,www.sulbahianews.com.br,,
CHAPECÓ,SUL BRASIL,id5700,Jornal,n/d,SC,Santa Catarina,S,Brasil,Central de DiÃ¡rios,Brasil Sul,"Seja bem-vindo à Página Oficial da Brasil Sul! 
www.brasilsul.com.br",Transportation Service,Empresa de transporte rodoviário intermunicipal e interestadual de passageiros e cargas,NA,69942,https://www.facebook.com/ViajeBrasilSul/,Londrina,PR,Brazil,-23.3155804,-51.1441383,1782,ViajeBrasilSul,www.brasilsul.com.br,,
