cidade,Codmun6,Codmun7,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
SANTA INÊS,210990.0,2109908.0,1,n/d,MA,Maranhão,Nordeste,Brasil,77056.0,411.04,0.488,0.674,0.615,0.788,0.633
ÁGUA BRANCA,220020.0,2200202.0,1,n/d,PI,Piauí,Nordeste,Brasil,16436.0,335.63,0.424,0.639,0.569,0.763,0.6
CAMPO MAIOR,220220.0,2202208.0,1,n/d,PI,Piauí,Nordeste,Brasil,45093.0,401.74,0.423,0.656,0.566,0.793,0.629
FLORIANO,220390.0,2203909.0,1,n/d,PI,Piauí,Nordeste,Brasil,57242.0,536.3,0.562,0.7,0.633,0.802,0.676
PICOS,220800.0,2208007.0,1,n/d,PI,Piauí,Nordeste,Brasil,72941.0,563.88,0.499,0.698,0.621,0.8,0.684
VALENÇA DO PIAUÍ,221130.0,2211308.0,1,n/d,PI,Piauí,Nordeste,Brasil,20289.0,380.19,0.417,0.647,0.566,0.773,0.62
ACOPIARA,230030.0,2300309.0,1,n/d,CE,Ceará,Nordeste,Brasil,51083.0,266.65,0.302,0.595,0.517,0.724,0.563
BARBALHA,230190.0,2301901.0,1,n/d,CE,Ceará,Nordeste,Brasil,55259.0,362.9,0.514,0.683,0.637,0.817,0.613
BREJO SANTO,230250.0,2302503.0,1,n/d,CE,Ceará,Nordeste,Brasil,44890.0,325.64,0.464,0.647,0.592,0.768,0.596
CHOROZINHO,230395.0,2303956.0,1,RM Fortaleza,CE,Ceará,Nordeste,Brasil,18841.0,277.4,0.343,0.604,0.522,0.742,0.57
CRATEÚS,230410.0,2304103.0,1,n/d,CE,Ceará,Nordeste,Brasil,72499.0,373.18,0.388,0.644,0.55,0.787,0.618
CRATO,230420.0,2304202.0,1,n/d,CE,Ceará,Nordeste,Brasil,120655.0,470.46,0.568,0.713,0.673,0.822,0.655
IGUATU,230550.0,2305506.0,1,n/d,CE,Ceará,Nordeste,Brasil,96263.0,434.67,0.45,0.677,0.599,0.808,0.642
IRAUÇUBA,230610.0,2306108.0,1,n/d,CE,Ceará,Nordeste,Brasil,22250.0,211.75,0.41,0.605,0.557,0.755,0.526
ITAPIPOCA,230640.0,2306405.0,1,n/d,CE,Ceará,Nordeste,Brasil,115450.0,264.08,0.456,0.64,0.613,0.761,0.562
MOMBAÇA,230850.0,2308500.0,1,n/d,CE,Ceará,Nordeste,Brasil,42562.0,243.85,0.288,0.582,0.489,0.735,0.549
PARACURU,231020.0,2310209.0,1,RM Fortaleza,CE,Ceará,Nordeste,Brasil,31405.0,328.2,0.43,0.637,0.581,0.746,0.597
PIQUET CARNEIRO,231090.0,2310902.0,1,n/d,CE,Ceará,Nordeste,Brasil,15429.0,217.02,0.306,0.6,0.523,0.779,0.53
QUIXADÁ,231130.0,2311306.0,1,n/d,CE,Ceará,Nordeste,Brasil,80117.0,317.66,0.463,0.659,0.624,0.775,0.592
SANTA QUITÉRIA,231220.0,2312205.0,1,n/d,CE,Ceará,Nordeste,Brasil,42659.0,238.84,0.364,0.616,0.553,0.775,0.546
SOBRAL,231290.0,2312908.0,1,n/d,CE,Ceará,Nordeste,Brasil,186474.0,448.89,0.543,0.714,0.675,0.832,0.647
AÇU,240020.0,2400208.0,1,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,53079.0,432.38,0.427,0.661,0.568,0.795,0.641
CAICÓ,240200.0,2402006.0,1,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,62116.0,637.13,0.499,0.71,0.619,0.824,0.703
ARARUNA,250100.0,2501005.0,1,n/d,PB,Paraíba,Nordeste,Brasil,18813.0,244.02,0.267,0.567,0.439,0.758,0.549
CONCEIÇÃO,250440.0,2504405.0,1,n/d,PB,Paraíba,Nordeste,Brasil,18258.0,290.63,0.319,0.592,0.476,0.754,0.577
PRINCESA ISABEL,251230.0,2512309.0,1,n/d,PB,Paraíba,Nordeste,Brasil,21201.0,334.74,0.333,0.606,0.514,0.72,0.6
SÃO BENTO,251390.0,2513901.0,1,n/d,PB,Paraíba,Nordeste,Brasil,30798.0,328.99,0.243,0.58,0.424,0.769,0.597
SÃO JOSÉ DE PIRANHAS,251450.0,2514503.0,1,n/d,PB,Paraíba,Nordeste,Brasil,19025.0,321.53,0.281,0.591,0.461,0.755,0.594
ARCOVERDE,260120.0,2601201.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,68019.0,469.53,0.475,0.667,0.567,0.799,0.654
BELO JARDIM,260170.0,2601706.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,72258.0,372.93,0.37,0.629,0.514,0.783,0.617
CACHOEIRINHA,260310.0,2603108.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,18774.0,308.18,0.269,0.579,0.439,0.753,0.587
JABOATÃO DOS GUARARAPES,260790.0,2607901.0,1,RM Recife,PE,Pernambuco,Nordeste,Brasil,642986.0,593.9,0.585,0.717,0.642,0.83,0.692
OLINDA,260960.0,2609600.0,1,RM Recife,PE,Pernambuco,Nordeste,Brasil,376158.0,640.13,0.64,0.735,0.675,0.836,0.704
PALMARES,261000.0,2610004.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,58392.0,311.09,0.434,0.622,0.55,0.744,0.588
SALGUEIRO,261220.0,2612208.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,55966.0,441.79,0.454,0.669,0.58,0.799,0.645
SANTA CRUZ DO CAPIBARIBE,261250.0,2612505.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,86786.0,507.05,0.353,0.648,0.506,0.806,0.667
SERRA TALHADA,261390.0,2613909.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,79008.0,407.34,0.435,0.661,0.571,0.8,0.632
VITÓRIA DE SANTO ANTÃO,261640.0,2616407.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,129301.0,401.16,0.401,0.64,0.543,0.768,0.629
PALMEIRA DOS ÍNDIOS,270630.0,2706307.0,1,n/d,AL,Alagoas,Nordeste,Brasil,70002.0,391.37,0.379,0.638,0.523,0.794,0.625
PENEDO,270670.0,2706703.0,1,n/d,AL,Alagoas,Nordeste,Brasil,60049.0,339.15,0.407,0.63,0.536,0.774,0.602
ITABAIANA,280290.0,2802908.0,1,n/d,SE,Sergipe,Nordeste,Brasil,86586.0,443.39,0.369,0.642,0.513,0.801,0.645
LAGARTO,280350.0,2803500.0,1,n/d,SE,Sergipe,Nordeste,Brasil,94431.0,362.8,0.36,0.625,0.515,0.775,0.613
ARACI,290210.0,2902104.0,1,n/d,BA,Bahia,Nordeste,Brasil,51507.0,221.98,0.25,0.534,0.381,0.747,0.534
BRUMADO,290460.0,2904605.0,1,n/d,BA,Bahia,Nordeste,Brasil,64383.0,403.22,0.447,0.656,0.554,0.807,0.63
CAMACAN,290560.0,2905602.0,1,n/d,BA,Bahia,Nordeste,Brasil,31369.0,351.84,0.328,0.581,0.419,0.768,0.608
CANAVIEIRAS,290630.0,2906303.0,1,n/d,BA,Bahia,Nordeste,Brasil,32156.0,325.61,0.326,0.59,0.434,0.796,0.596
CARINHANHA,290710.0,2907103.0,1,n/d,BA,Bahia,Nordeste,Brasil,28311.0,209.51,0.356,0.576,0.477,0.763,0.525
CONCEIÇÃO DO COITÉ,290840.0,2908408.0,1,n/d,BA,Bahia,Nordeste,Brasil,61858.0,309.61,0.359,0.611,0.517,0.752,0.587
CONDEÚBA,290870.0,2908705.0,1,n/d,BA,Bahia,Nordeste,Brasil,16888.0,260.07,0.263,0.582,0.447,0.789,0.559
CRUZ DAS ALMAS,290980.0,2909802.0,1,n/d,BA,Bahia,Nordeste,Brasil,58318.0,481.8,0.582,0.699,0.65,0.796,0.659
EUCLIDES DA CUNHA,291070.0,2910701.0,1,n/d,BA,Bahia,Nordeste,Brasil,56047.0,269.58,0.277,0.567,0.43,0.749,0.565
IPIAÚ,291390.0,2913903.0,1,n/d,BA,Bahia,Nordeste,Brasil,44041.0,573.36,0.434,0.67,0.551,0.796,0.687
ITABERABA,291470.0,2914703.0,1,n/d,BA,Bahia,Nordeste,Brasil,61400.0,422.79,0.405,0.62,0.485,0.769,0.638
ITAMBÉ,291580.0,2915809.0,1,n/d,BA,Bahia,Nordeste,Brasil,22939.0,312.32,0.296,0.578,0.436,0.75,0.589
ITANHÉM,291600.0,2916005.0,1,n/d,BA,Bahia,Nordeste,Brasil,20197.0,388.04,0.363,0.637,0.525,0.79,0.624
JACOBINA,291750.0,2917508.0,1,n/d,BA,Bahia,Nordeste,Brasil,78990.0,417.88,0.444,0.649,0.558,0.772,0.636
LAURO DE FREITAS,291920.0,2919207.0,1,RM Salvador,BA,Bahia,Nordeste,Brasil,161401.0,1031.78,0.667,0.754,0.663,0.827,0.781
MORRO DO CHAPÉU,292170.0,2921708.0,1,n/d,BA,Bahia,Nordeste,Brasil,35091.0,250.88,0.315,0.588,0.478,0.766,0.554
MUCURI,292200.0,2922003.0,1,n/d,BA,Bahia,Nordeste,Brasil,35739.0,546.41,0.468,0.665,0.541,0.801,0.679
RIACHÃO DO JACUÍPE,292630.0,2926301.0,1,n/d,BA,Bahia,Nordeste,Brasil,33115.0,311.47,0.392,0.628,0.559,0.755,0.588
SANTO ANTÔNIO DE JESUS,292870.0,2928703.0,1,n/d,BA,Bahia,Nordeste,Brasil,90326.0,540.38,0.527,0.7,0.622,0.815,0.677
SÃO DESIDÉRIO,292890.0,2928901.0,1,n/d,BA,Bahia,Nordeste,Brasil,27073.0,302.2,0.307,0.579,0.449,0.742,0.584
TAPIRAMUTÁ,293130.0,2931301.0,1,n/d,BA,Bahia,Nordeste,Brasil,16375.0,312.39,0.302,0.594,0.473,0.752,0.589
UBAITABA,293220.0,2932200.0,1,n/d,BA,Bahia,Nordeste,Brasil,20465.0,349.68,0.36,0.611,0.49,0.767,0.607
UBATÃ,293230.0,2932309.0,1,n/d,BA,Bahia,Nordeste,Brasil,24850.0,306.52,0.357,0.593,0.452,0.788,0.586
VALENÇA,293290.0,2932903.0,1,n/d,BA,Bahia,Nordeste,Brasil,88140.0,376.23,0.423,0.623,0.502,0.778,0.619
ABAETÉ,310020.0,3100203.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,22456.0,707.24,0.363,0.698,0.556,0.848,0.72
ABRE CAMPO,310030.0,3100302.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,13114.0,444.32,0.317,0.654,0.525,0.823,0.646
ALFENAS,310160.0,3101607.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,73347.0,783.41,0.568,0.761,0.712,0.841,0.737
CAMPANHA,311090.0,3110905.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,15304.0,686.16,0.44,0.709,0.587,0.849,0.715
CAPINÓPOLIS,311260.0,3112604.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,15192.0,834.14,0.444,0.723,0.601,0.841,0.747
CONGONHAS,311800.0,3118007.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,48442.0,760.35,0.571,0.753,0.665,0.877,0.732
COROMANDEL,311930.0,3119302.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,27290.0,753.35,0.411,0.708,0.565,0.86,0.73
CURVELO,312090.0,3120904.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,73637.0,581.65,0.48,0.713,0.617,0.851,0.689
ERVÁLIA,312400.0,3124005.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,17889.0,429.35,0.287,0.625,0.46,0.828,0.64
ESPERA FELIZ,312420.0,3124203.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,22714.0,496.04,0.347,0.663,0.52,0.846,0.663
GUARANÉSIA,312830.0,3128303.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,18503.0,598.17,0.428,0.701,0.589,0.845,0.693
IBIÁ,312950.0,3129509.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,23036.0,781.68,0.411,0.718,0.573,0.877,0.736
IBIRITÉ,312980.0,3129806.0,1,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,158712.0,525.64,0.486,0.704,0.616,0.84,0.673
IGARAPÉ,313010.0,3130101.0,1,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,34671.0,570.58,0.458,0.698,0.588,0.844,0.686
JACUTINGA,313490.0,3134905.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,22610.0,717.25,0.465,0.715,0.586,0.864,0.722
JUATUBA,313665.0,3136652.0,1,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,21994.0,517.18,0.515,0.717,0.649,0.849,0.67
LAGOA SANTA,313760.0,3137601.0,1,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,52326.0,1089.96,0.625,0.777,0.693,0.857,0.79
LIMA DUARTE,313860.0,3138609.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,15936.0,645.22,0.4,0.71,0.59,0.861,0.705
MACHADO,313900.0,3139003.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,38494.0,701.58,0.449,0.715,0.6,0.848,0.719
MATEUS LEME,314070.0,3140704.0,1,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,27814.0,579.23,0.479,0.704,0.604,0.839,0.688
MATOZINHOS,314110.0,3141108.0,1,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,33851.0,584.15,0.545,0.731,0.654,0.864,0.69
MONTE CARMELO,314310.0,3143104.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,45533.0,689.45,0.443,0.728,0.62,0.868,0.716
NANUQUE,314430.0,3144300.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,40582.0,505.55,0.483,0.701,0.609,0.85,0.666
OLIVEIRA,314560.0,3145604.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,39286.0,588.2,0.437,0.699,0.587,0.842,0.691
PERDÕES,314990.0,3149903.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,20034.0,663.06,0.472,0.744,0.661,0.878,0.71
PIRANGA,315080.0,3150802.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,17161.0,305.73,0.266,0.6,0.461,0.799,0.585
PIRAPORA,315120.0,3151206.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,52808.0,596.44,0.591,0.731,0.68,0.828,0.693
PITANGUI,315140.0,3151404.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,25148.0,669.0,0.498,0.725,0.617,0.87,0.711
PIUMHI,315150.0,3151503.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,31456.0,747.2,0.443,0.737,0.625,0.878,0.729
POMPÉU,315200.0,3152006.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,28857.0,598.83,0.44,0.689,0.564,0.834,0.694
PONTE NOVA,315210.0,3152105.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,56530.0,679.67,0.497,0.717,0.608,0.848,0.714
POTÉ,315240.0,3152402.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,15607.0,303.44,0.306,0.624,0.515,0.809,0.584
RAPOSOS,315390.0,3153905.0,1,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,15342.0,646.62,0.556,0.73,0.661,0.832,0.706
RESPLENDOR,315430.0,3154309.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,16881.0,504.18,0.377,0.67,0.543,0.833,0.666
RIO POMBA,315580.0,3155801.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,16978.0,601.31,0.466,0.714,0.609,0.863,0.694
SABARÁ,315670.0,3156700.0,1,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,125980.0,619.93,0.561,0.731,0.67,0.833,0.699
SANTA RITA DO SAPUCAÍ,315960.0,3159605.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,37404.0,738.4,0.515,0.721,0.62,0.83,0.727
SANTO ANTÔNIO DO MONTE,316040.0,3160405.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,25810.0,781.49,0.476,0.724,0.615,0.84,0.736
SÃO DOMINGOS DO PRATA,316100.0,3161007.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,17251.0,531.92,0.375,0.69,0.593,0.823,0.674
SÃO SEBASTIÃO DO PARAÍSO,316470.0,3164704.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,64629.0,775.73,0.485,0.722,0.613,0.836,0.735
SIMONÉSIA,316760.0,3167608.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,18255.0,383.01,0.313,0.632,0.493,0.823,0.622
TRÊS PONTAS,316940.0,3169406.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,53564.0,682.15,0.481,0.731,0.643,0.85,0.714
TUPACIGUARA,316960.0,3169604.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,23953.0,665.76,0.453,0.719,0.605,0.863,0.711
TURMALINA,316970.0,3169703.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,17975.0,446.26,0.394,0.682,0.602,0.816,0.646
VÁRZEA DA PALMA,317080.0,3170800.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,35740.0,413.59,0.42,0.666,0.573,0.814,0.634
VAZANTE,317100.0,3171006.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,19596.0,650.88,0.526,0.742,0.666,0.866,0.707
VISCONDE DO RIO BRANCO,317200.0,3172004.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,37864.0,658.96,0.44,0.709,0.591,0.85,0.709
AFONSO CLÁUDIO,320010.0,3200102.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,30918.0,489.59,0.366,0.667,0.544,0.825,0.661
ARACRUZ,320060.0,3200607.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,81525.0,695.25,0.583,0.752,0.707,0.838,0.717
BAIXO GUANDU,320080.0,3200805.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,28854.0,516.34,0.463,0.702,0.637,0.811,0.67
CONCEIÇÃO DA BARRA,320160.0,3201605.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,28407.0,450.71,0.447,0.681,0.603,0.81,0.648
ECOPORANGA,320210.0,3202108.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,22587.0,406.49,0.368,0.662,0.562,0.819,0.631
GUAÇUÍ,320230.0,3202306.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,27592.0,587.91,0.472,0.703,0.595,0.846,0.691
IÚNA,320300.0,3203007.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,27207.0,501.21,0.381,0.666,0.537,0.829,0.665
MARATAÍZES,320332.0,3203320.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,34003.0,538.07,0.469,0.696,0.588,0.847,0.676
PANCAS,320400.0,3204005.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,21509.0,451.21,0.391,0.667,0.562,0.815,0.648
SANTA MARIA DE JETIBÁ,320455.0,3204559.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,34121.0,603.33,0.321,0.671,0.521,0.834,0.695
SOORETAMA,320501.0,3205010.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,23738.0,457.49,0.399,0.662,0.556,0.802,0.65
VARGEM ALTA,320503.0,3205036.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,19024.0,480.01,0.358,0.663,0.544,0.814,0.658
VENDA NOVA DO IMIGRANTE,320506.0,3205069.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,20425.0,754.66,0.483,0.728,0.624,0.845,0.731
VIANA,320510.0,3205101.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,62393.0,523.61,0.467,0.686,0.589,0.816,0.672
VILA VALÉRIO,320517.0,3205176.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,13795.0,569.82,0.345,0.675,0.549,0.816,0.686
BELFORD ROXO,330045.0,3300456.0,1,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,468774.0,491.51,0.549,0.684,0.598,0.808,0.662
BOM JARDIM,330050.0,3300506.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,25181.0,649.62,0.365,0.66,0.503,0.809,0.707
BOM JESUS DO ITABAPOANA,330060.0,3300605.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,35162.0,717.69,0.538,0.732,0.662,0.819,0.723
CANTAGALO,330110.0,3301108.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,19777.0,641.61,0.498,0.709,0.614,0.822,0.705
CONCEIÇÃO DE MACABU,330140.0,3301405.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,20978.0,614.57,0.538,0.712,0.642,0.806,0.698
ITAOCARA,330210.0,3302106.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,22811.0,607.18,0.472,0.713,0.635,0.82,0.696
ITATIAIA,330225.0,3302254.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,28639.0,773.48,0.593,0.737,0.652,0.836,0.735
NILÓPOLIS,330320.0,3303203.0,1,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,157151.0,755.26,0.715,0.753,0.716,0.817,0.731
PINHEIRAL,330395.0,3303955.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,22657.0,657.99,0.571,0.715,0.643,0.801,0.709
PIRAÍ,330400.0,3304003.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,25965.0,678.3,0.541,0.708,0.62,0.803,0.714
SILVA JARDIM,330560.0,3305604.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,21301.0,476.99,0.406,0.654,0.536,0.793,0.657
VASSOURAS,330620.0,3306206.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,34117.0,701.06,0.567,0.714,0.624,0.813,0.719
ÁGUAS DE LINDÓIA,350050.0,3500501.0,1,n/d,SP,São Paulo,Sudeste,Brasil,17120.0,730.13,0.51,0.745,0.675,0.846,0.725
AGUDOS,350070.0,3500709.0,1,n/d,SP,São Paulo,Sudeste,Brasil,34140.0,642.59,0.566,0.745,0.694,0.845,0.705
ALTINÓPOLIS,350100.0,3501004.0,1,n/d,SP,São Paulo,Sudeste,Brasil,15527.0,731.49,0.475,0.73,0.635,0.843,0.726
ANGATUBA,350220.0,3502200.0,1,n/d,SP,São Paulo,Sudeste,Brasil,22134.0,597.99,0.473,0.719,0.648,0.827,0.693
APARECIDA,350250.0,3502507.0,1,n/d,SP,São Paulo,Sudeste,Brasil,34630.0,775.17,0.635,0.755,0.706,0.828,0.735
APIAÍ,350270.0,3502705.0,1,n/d,SP,São Paulo,Sudeste,Brasil,25062.0,492.43,0.473,0.71,0.647,0.835,0.662
BARIRI,350520.0,3505203.0,1,n/d,SP,São Paulo,Sudeste,Brasil,31448.0,781.34,0.516,0.75,0.662,0.867,0.736
BARRA BONITA,350530.0,3505302.0,1,n/d,SP,São Paulo,Sudeste,Brasil,35157.0,915.28,0.585,0.788,0.739,0.869,0.762
BATATAIS,350590.0,3505906.0,1,n/d,SP,São Paulo,Sudeste,Brasil,56264.0,941.79,0.563,0.761,0.685,0.84,0.766
BIRITIBA-MIRIM,350660.0,3506607.0,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,28531.0,662.23,0.484,0.712,0.64,0.795,0.71
CACHOEIRA PAULISTA,350860.0,3508603.0,1,n/d,SP,São Paulo,Sudeste,Brasil,29922.0,764.6,0.646,0.764,0.728,0.837,0.733
CAJAMAR,350920.0,3509205.0,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,64040.0,676.5,0.554,0.728,0.668,0.81,0.713
CAJATI,350925.0,3509254.0,1,n/d,SP,São Paulo,Sudeste,Brasil,28207.0,481.48,0.451,0.694,0.611,0.832,0.658
CAMPOS DO JORDÃO,350970.0,3509700.0,1,n/d,SP,São Paulo,Sudeste,Brasil,47287.0,911.4,0.518,0.749,0.648,0.852,0.761
CARDOSO,351070.0,3510708.0,1,n/d,SP,São Paulo,Sudeste,Brasil,11762.0,605.99,0.468,0.722,0.636,0.853,0.695
CASTILHO,351100.0,3511003.0,1,n/d,SP,São Paulo,Sudeste,Brasil,17531.0,579.36,0.506,0.731,0.686,0.827,0.688
CESÁRIO LANGE,351160.0,3511607.0,1,n/d,SP,São Paulo,Sudeste,Brasil,14493.0,684.95,0.494,0.706,0.611,0.804,0.715
COLÔMBIA,351210.0,3512100.0,1,n/d,SP,São Paulo,Sudeste,Brasil,5982.0,582.53,0.47,0.71,0.647,0.802,0.689
CONCHAL,351220.0,3512209.0,1,n/d,SP,São Paulo,Sudeste,Brasil,25103.0,617.76,0.449,0.708,0.614,0.827,0.699
CORDEIRÓPOLIS,351240.0,3512407.0,1,n/d,SP,São Paulo,Sudeste,Brasil,20946.0,873.87,0.534,0.758,0.674,0.858,0.754
COSMÓPOLIS,351280.0,3512803.0,1,n/d,SP,São Paulo,Sudeste,Brasil,58542.0,829.25,0.581,0.769,0.697,0.876,0.746
CRAVINHOS,351310.0,3513108.0,1,n/d,SP,São Paulo,Sudeste,Brasil,31565.0,784.4,0.545,0.756,0.683,0.857,0.737
CRUZEIRO,351340.0,3513405.0,1,n/d,SP,São Paulo,Sudeste,Brasil,76867.0,809.24,0.683,0.788,0.758,0.871,0.742
EMBU-GUAÇU,351510.0,3515103.0,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,62320.0,676.52,0.601,0.749,0.708,0.834,0.713
ENGENHEIRO COELHO,351515.0,3515152.0,1,n/d,SP,São Paulo,Sudeste,Brasil,15658.0,707.37,0.516,0.732,0.668,0.815,0.72
GUARÁ,351770.0,3517703.0,1,n/d,SP,São Paulo,Sudeste,Brasil,19801.0,664.56,0.463,0.718,0.63,0.826,0.71
GUARIBA,351860.0,3518602.0,1,n/d,SP,São Paulo,Sudeste,Brasil,35344.0,671.34,0.521,0.719,0.645,0.811,0.712
HOLAMBRA,351905.0,3519055.0,1,n/d,SP,São Paulo,Sudeste,Brasil,11254.0,1274.53,0.583,0.793,0.698,0.878,0.815
HORTOLÂNDIA,351907.0,3519071.0,1,n/d,SP,São Paulo,Sudeste,Brasil,188117.0,686.96,0.59,0.756,0.703,0.859,0.716
IBATÉ,351930.0,3519303.0,1,n/d,SP,São Paulo,Sudeste,Brasil,30672.0,552.79,0.483,0.703,0.627,0.814,0.681
IGARATÁ,352020.0,3520202.0,1,n/d,SP,São Paulo,Sudeste,Brasil,8772.0,561.31,0.447,0.711,0.616,0.855,0.683
IGUAPE,352030.0,3520301.0,1,n/d,SP,São Paulo,Sudeste,Brasil,28708.0,588.36,0.481,0.726,0.653,0.847,0.691
ILHABELA,352040.0,3520400.0,1,n/d,SP,São Paulo,Sudeste,Brasil,28026.0,794.57,0.599,0.756,0.693,0.843,0.739
IPERÓ,352100.0,3521002.0,1,n/d,SP,São Paulo,Sudeste,Brasil,26427.0,551.75,0.522,0.719,0.672,0.814,0.68
ITABERÁ,352170.0,3521705.0,1,n/d,SP,São Paulo,Sudeste,Brasil,17739.0,462.03,0.429,0.693,0.636,0.803,0.652
ITAÍ,352180.0,3521804.0,1,n/d,SP,São Paulo,Sudeste,Brasil,22559.0,594.77,0.467,0.713,0.63,0.83,0.692
ITAPECERICA DA SERRA,352220.0,3522208.0,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,148965.0,619.82,0.58,0.742,0.687,0.852,0.699
ITÁPOLIS,352270.0,3522703.0,1,n/d,SP,São Paulo,Sudeste,Brasil,39827.0,787.75,0.47,0.744,0.667,0.836,0.738
ITAPORANGA,352280.0,3522802.0,1,n/d,SP,São Paulo,Sudeste,Brasil,14423.0,552.76,0.413,0.719,0.653,0.835,0.681
