meio,cidade,uf,veiculos_mapeados,T_ANALF15M,T_SUPER25M,ESPVIDA,MORT1,T_ENV,PIND,PMPOB,GINI,R1040,R2040,RDPC,POP,PESO65,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,IDHM
Jornal,PORTO REAL,RJ,2,6.33,6.19,74.01,15.5,5.84,1.29,6.44,0.42,8.26,6.08,577.07,16563.0,969.0,0.53,0.645,0.817,0.688,0.713
Jornal,QUEIMADOS,RJ,2,5.68,3.75,73.58,16.67,6.16,3.89,12.92,0.43,8.75,6.56,484.4,137712.0,8494.0,0.536,0.589,0.81,0.659,0.68
Jornal,SÃO FIDÉLIS,RJ,2,10.18,5.83,72.21,18.2,11.33,2.28,12.22,0.47,10.81,7.7,567.23,37429.0,4252.0,0.488,0.611,0.787,0.685,0.691
Jornal,SÃO PEDRO DA ALDEIA,RJ,2,6.16,8.46,73.03,16.9,6.97,2.35,9.11,0.5,13.24,9.36,710.04,87646.0,6123.0,0.578,0.626,0.801,0.721,0.712
Jornal,SAPUCAIA,RJ,2,10.13,6.56,73.26,16.6,8.87,5.56,14.99,0.5,12.6,8.73,558.94,17497.0,1555.0,0.432,0.561,0.804,0.682,0.675
Jornal,SEROPÉDICA,RJ,2,5.9,7.03,73.3,16.5,6.75,2.99,9.95,0.47,11.06,7.89,604.82,77485.0,5277.0,0.572,0.648,0.805,0.695,0.713
Jornal,ALUMÍNIO,SP,2,4.6,5.97,75.47,14.0,6.0,1.68,5.73,0.42,8.43,6.09,747.27,16753.0,1011.0,0.639,0.732,0.841,0.729,0.766
Jornal,AMPARO,SP,2,4.7,13.21,77.27,10.6,10.19,0.19,2.49,0.5,12.34,8.14,1027.6,65521.0,6709.0,0.592,0.711,0.871,0.78,0.785
Jornal,ARUJÁ,SP,2,4.91,11.44,76.95,11.0,5.23,1.89,6.21,0.56,17.56,11.4,910.67,74649.0,3914.0,0.624,0.73,0.866,0.761,0.784
Jornal,BAURU,SP,2,3.08,17.7,76.26,12.18,9.12,1.08,3.71,0.55,16.35,10.8,1163.86,339422.0,31367.0,0.672,0.752,0.854,0.8,0.801
Jornal,BOITUVA,SP,2,4.93,12.09,76.67,12.3,6.55,0.94,4.2,0.49,11.7,8.12,889.51,48145.0,3164.0,0.587,0.728,0.861,0.757,0.78
Jornal,BRODOWSKI,SP,2,4.14,10.56,76.81,12.1,8.83,,3.8,0.44,9.27,6.43,787.91,21023.0,1863.0,0.529,0.675,0.864,0.738,0.755
Jornal,BROTAS,SP,2,6.52,8.37,73.9,16.5,9.08,0.78,3.34,0.41,7.93,5.77,722.76,21515.0,1960.0,0.509,0.688,0.815,0.724,0.74
Jornal,BURITAMA,SP,2,8.71,9.99,75.31,14.3,9.7,0.38,4.57,0.44,9.53,6.78,779.78,15350.0,1496.0,0.537,0.72,0.839,0.736,0.763
Jornal,CABREÚVA,SP,2,6.22,5.57,74.67,15.2,5.24,1.12,4.5,0.42,8.07,6.01,694.03,41489.0,2178.0,0.535,0.678,0.828,0.717,0.738
Jornal,CACONDE,SP,2,7.79,8.71,76.45,12.6,9.9,1.17,9.0,0.5,12.29,8.52,627.0,18434.0,1836.0,0.438,0.62,0.858,0.701,0.72
Jornal,CAJURU,SP,2,5.97,9.52,74.52,15.5,8.87,1.75,4.61,0.4,7.45,5.53,597.11,23277.0,2072.0,0.482,0.633,0.825,0.693,0.713
Jornal,CAPÃO BONITO,SP,2,9.06,7.66,74.55,15.4,7.78,4.62,14.66,0.5,12.67,8.98,534.75,46014.0,3593.0,0.477,0.671,0.826,0.675,0.721
Jornal,CARAGUATATUBA,SP,2,4.7,11.27,75.68,12.6,7.36,1.67,6.41,0.5,12.92,8.82,773.99,99908.0,7418.0,0.609,0.705,0.845,0.735,0.759
Jornal,CATANDUVA,SP,2,4.67,14.86,76.2,12.43,10.73,0.62,2.35,0.46,10.08,7.0,945.05,112210.0,12104.0,0.611,0.74,0.853,0.767,0.785
Jornal,CERQUEIRA CÉSAR,SP,2,6.67,9.52,74.23,15.9,9.27,0.68,5.64,0.43,8.65,6.34,665.36,17288.0,1625.0,0.518,0.666,0.821,0.71,0.729
Jornal,COLINA,SP,2,6.2,10.16,75.71,13.7,9.15,0.91,4.36,0.46,9.87,7.03,706.69,17279.0,1589.0,0.545,0.712,0.845,0.72,0.757
Jornal,DESCALVADO,SP,2,5.5,12.04,76.92,11.0,9.94,0.91,5.24,0.45,9.79,7.01,798.74,30629.0,3088.0,0.55,0.687,0.865,0.74,0.76
Jornal,DOIS CÓRREGOS,SP,2,8.26,8.01,76.17,13.0,9.62,0.63,5.37,0.46,10.23,7.27,727.28,24650.0,2383.0,0.478,0.616,0.853,0.725,0.725
Jornal,DRACENA,SP,2,5.88,15.56,75.51,12.9,11.88,0.1,2.4,0.44,9.28,6.56,862.86,41992.0,5140.0,0.58,0.737,0.842,0.752,0.776
Jornal,FARTURA,SP,2,6.3,8.35,77.02,11.8,10.08,1.47,6.9,0.43,8.7,6.24,618.77,15194.0,1544.0,0.513,0.648,0.867,0.699,0.732
Jornal,FERRAZ DE VASCONCELOS,SP,2,4.91,5.21,74.65,15.49,4.31,2.02,7.58,0.43,8.71,6.41,587.83,168022.0,7257.0,0.585,0.703,0.828,0.691,0.738
Jornal,FRANCISCO MORATO,SP,2,6.94,2.8,73.91,16.5,3.8,2.75,9.32,0.4,7.28,5.6,483.98,154059.0,5873.0,0.508,0.647,0.815,0.659,0.703
Jornal,FRANCO DA ROCHA,SP,2,5.97,5.81,76.09,13.1,4.59,1.75,6.83,0.44,9.07,6.72,632.42,123427.0,6046.0,0.527,0.654,0.852,0.702,0.731
Jornal,GARÇA,SP,2,7.33,12.64,75.93,13.3,10.28,1.23,6.94,0.5,12.86,8.68,786.83,42771.0,4433.0,0.559,0.728,0.849,0.737,0.769
Jornal,GUARÁ,SP,2,9.53,8.85,74.55,15.4,7.21,3.03,8.09,0.49,12.42,8.39,664.56,19801.0,1431.0,0.463,0.63,0.826,0.71,0.718
Jornal,GUARARAPES,SP,2,6.76,10.59,75.39,14.1,10.41,0.37,3.29,0.43,8.68,6.26,739.89,30494.0,3184.0,0.548,0.726,0.84,0.727,0.763
Jornal,IGARAÇU DO TIETÊ,SP,2,9.52,5.45,75.3,14.3,7.08,0.68,4.13,0.36,6.14,4.75,590.77,23255.0,1654.0,0.461,0.664,0.838,0.691,0.727
Jornal,ILHA SOLTEIRA,SP,2,4.28,18.87,77.24,11.5,9.38,0.76,2.58,0.48,11.19,7.96,1063.04,24998.0,2350.0,0.669,0.782,0.871,0.786,0.812
Jornal,IRACEMÁPOLIS,SP,2,3.45,8.55,76.76,11.2,7.28,1.18,2.93,0.4,7.28,5.41,808.74,19969.0,1459.0,0.603,0.729,0.863,0.742,0.776
Jornal,ITIRAPINA,SP,2,8.64,6.64,73.77,16.7,7.16,1.38,5.31,0.48,11.28,7.69,772.14,12742.0,1111.0,0.496,0.636,0.813,0.734,0.724
Jornal,ITUPEVA,SP,2,4.69,9.22,75.63,12.7,4.99,0.19,3.6,0.43,8.7,6.35,848.65,44744.0,2238.0,0.593,0.699,0.844,0.75,0.762
Jornal,JAGUARIÚNA,SP,2,4.3,13.05,76.74,11.2,7.2,0.51,2.26,0.49,12.16,8.2,1038.61,44108.0,3189.0,0.635,0.715,0.862,0.782,0.784
Jornal,LARANJAL PAULISTA,SP,2,4.76,9.76,74.73,15.1,10.04,0.56,3.1,0.41,7.77,5.73,760.58,25243.0,2534.0,0.527,0.639,0.829,0.732,0.729
Jornal,LEME,SP,2,7.16,9.06,76.05,13.2,7.26,0.64,5.09,0.48,11.25,7.66,746.15,91255.0,6664.0,0.511,0.665,0.851,0.729,0.744
Jornal,LINS,SP,2,4.6,17.33,77.13,11.7,9.97,0.6,2.89,0.45,9.76,7.05,919.53,70592.0,7119.0,0.657,0.733,0.869,0.762,0.786
Jornal,LORENA,SP,2,3.69,13.74,76.35,13.86,8.42,1.76,8.5,0.52,14.16,9.73,781.28,82126.0,6953.0,0.672,0.713,0.856,0.736,0.766
Jornal,MAIRIPORÃ,SP,2,5.0,12.99,77.86,11.95,6.0,1.24,5.74,0.56,17.45,11.65,944.03,80353.0,4861.0,0.625,0.723,0.881,0.767,0.788
Jornal,MATÃO,SP,2,5.74,10.62,75.84,13.5,7.9,0.66,3.55,0.52,13.49,8.54,940.44,76679.0,6069.0,0.57,0.713,0.847,0.766,0.773
Jornal,MOCOCA,SP,2,5.85,11.69,74.63,15.3,9.24,0.82,3.78,0.53,14.61,9.35,881.99,65734.0,6124.0,0.584,0.709,0.827,0.756,0.762
Jornal,MONTE AZUL PAULISTA,SP,2,8.06,9.92,75.56,12.8,9.86,0.07,2.13,0.46,10.11,6.98,765.11,18862.0,1866.0,0.502,0.69,0.843,0.733,0.753
Jornal,MORRO AGUDO,SP,2,8.43,6.02,75.15,14.5,6.02,1.14,4.91,0.45,9.76,6.81,687.37,29050.0,1754.0,0.449,0.604,0.836,0.716,0.712
Jornal,NOVO HORIZONTE,SP,2,7.6,9.37,76.92,12.0,10.05,2.13,4.37,0.45,9.53,6.75,806.75,36479.0,3679.0,0.519,0.665,0.865,0.741,0.753
Jornal,OLÍMPIA,SP,2,5.56,13.17,77.02,10.9,10.24,0.72,3.64,0.43,8.84,6.36,783.14,49865.0,5121.0,0.573,0.724,0.867,0.737,0.773
Jornal,OSVALDO CRUZ,SP,2,6.47,12.56,75.22,14.4,12.06,0.76,4.46,0.46,9.9,7.15,797.55,29646.0,3730.0,0.581,0.713,0.837,0.74,0.762
Jornal,PARANAPANEMA,SP,2,8.94,8.83,75.31,14.3,6.88,2.53,7.38,0.47,10.76,7.56,613.31,17712.0,1226.0,0.459,0.631,0.839,0.697,0.717
Jornal,PAULÍNIA,SP,2,3.46,16.82,76.83,12.62,5.34,0.63,2.56,0.48,11.64,8.4,1160.79,82005.0,4386.0,0.68,0.727,0.864,0.8,0.795
Jornal,PEDERNEIRAS,SP,2,6.63,8.0,73.74,16.8,7.9,2.24,6.66,0.49,12.18,8.24,788.42,41334.0,3278.0,0.531,0.673,0.812,0.738,0.739
Jornal,PEREIRA BARRETO,SP,2,8.37,12.76,75.71,13.7,10.42,1.22,5.65,0.48,11.21,7.59,743.94,24618.0,2601.0,0.57,0.732,0.845,0.728,0.766
Jornal,PIEDADE,SP,2,8.62,5.83,75.87,13.4,8.65,2.43,9.25,0.47,10.85,7.44,601.32,51436.0,4510.0,0.448,0.624,0.848,0.694,0.716
Jornal,PIRACAIA,SP,2,7.58,8.99,76.03,13.2,8.92,2.01,5.08,0.57,17.83,11.01,893.05,25013.0,2241.0,0.485,0.625,0.851,0.758,0.739
Jornal,PIRAJU,SP,2,5.86,12.41,75.59,13.8,10.19,0.23,3.71,0.48,11.31,8.0,801.23,28356.0,2903.0,0.558,0.699,0.843,0.74,0.758
Jornal,PIRAJUÍ,SP,2,7.86,8.32,76.18,12.0,9.88,0.6,4.15,0.47,10.93,7.57,770.38,19560.0,2244.0,0.507,0.672,0.853,0.734,0.749
Jornal,PIRASSUNUNGA,SP,2,4.04,16.52,78.03,10.42,9.91,0.43,3.16,0.51,13.46,9.09,1086.22,69832.0,6945.0,0.651,0.736,0.884,0.789,0.801
Jornal,PRADÓPOLIS,SP,2,8.77,6.24,74.34,15.8,6.32,1.74,4.06,0.45,9.79,6.75,788.76,17316.0,1099.0,0.508,0.65,0.822,0.738,0.733
Jornal,PRESIDENTE VENCESLAU,SP,2,6.64,12.65,75.19,13.3,10.38,0.89,4.53,0.49,12.12,8.2,846.18,36387.0,3935.0,0.565,0.708,0.837,0.749,0.763
Jornal,PROMISSÃO,SP,2,5.6,9.55,75.99,13.3,8.93,0.99,3.52,0.43,8.73,6.33,726.0,35331.0,3187.0,0.527,0.666,0.85,0.724,0.743
Jornal,RANCHARIA,SP,2,7.24,9.24,76.64,12.3,10.03,1.5,5.23,0.47,10.55,7.27,707.37,28705.0,2890.0,0.524,0.683,0.861,0.72,0.751
Jornal,SANTA GERTRUDES,SP,2,4.59,5.42,75.84,13.5,5.48,0.52,1.92,0.38,6.59,4.99,718.03,21561.0,1185.0,0.534,0.654,0.847,0.723,0.737
Jornal,SANTA ISABEL,SP,2,7.49,6.84,75.02,14.7,7.13,3.21,7.63,0.45,9.69,7.03,623.11,50137.0,3597.0,0.537,0.689,0.834,0.7,0.738
Jornal,SANTO ANASTÁCIO,SP,2,7.03,8.2,76.22,12.9,11.82,1.13,6.74,0.52,14.51,9.35,726.34,20413.0,2421.0,0.533,0.689,0.854,0.725,0.753
Jornal,SÃO JOAQUIM DA BARRA,SP,2,5.0,11.64,75.8,12.5,8.39,0.36,2.51,0.42,7.99,5.76,799.93,46359.0,3901.0,0.595,0.706,0.847,0.74,0.762
Jornal,SÃO JOSÉ DO RIO PARDO,SP,2,4.79,12.67,77.05,10.9,10.19,0.8,5.27,0.49,11.79,7.89,818.61,51528.0,5287.0,0.563,0.717,0.868,0.744,0.774
Jornal,SÃO MANUEL,SP,2,7.05,11.19,73.29,17.5,8.82,1.3,3.45,0.45,9.92,6.94,773.82,38157.0,3382.0,0.548,0.695,0.805,0.735,0.744
Jornal,SÃO ROQUE,SP,2,4.47,13.39,76.79,12.1,8.4,1.61,4.76,0.5,12.76,9.0,932.62,78372.0,6623.0,0.599,0.687,0.863,0.765,0.768
Jornal,SÃO SEBASTIÃO,SP,2,5.84,10.84,77.51,9.24,5.43,0.68,3.47,0.49,12.08,8.43,837.48,73583.0,4013.0,0.591,0.703,0.875,0.747,0.772
Jornal,TIETÊ,SP,2,3.69,12.37,78.04,9.7,9.07,1.04,3.3,0.48,11.63,7.91,927.25,36638.0,3340.0,0.563,0.698,0.884,0.764,0.778
Jornal,VÁRZEA PAULISTA,SP,2,5.0,4.99,76.8,11.05,4.84,1.15,3.76,0.39,7.1,5.31,706.02,106832.0,5183.0,0.572,0.705,0.863,0.72,0.759
Jornal,VOTUPORANGA,SP,2,5.19,15.73,76.44,12.6,10.11,0.74,3.29,0.49,11.74,7.84,977.39,84511.0,8565.0,0.613,0.744,0.857,0.772,0.79
Jornal,ANDIRÁ,PR,2,10.11,7.79,75.25,12.4,9.99,2.87,6.27,0.42,8.53,6.07,587.51,20573.0,2059.0,0.486,0.66,0.838,0.69,0.725
Jornal,ARAPONGAS,PR,2,5.0,10.85,75.02,13.33,8.09,0.49,2.49,0.46,9.84,6.57,855.02,103954.0,8428.0,0.567,0.669,0.834,0.751,0.748
Jornal,ARAUCÁRIA,PR,2,3.57,5.73,76.11,12.04,4.53,0.83,3.13,0.46,9.98,7.03,814.39,119047.0,5398.0,0.569,0.639,0.852,0.743,0.74
Jornal,ASSIS CHATEAUBRIAND,PR,2,8.14,9.31,76.4,10.9,10.65,1.73,6.34,0.47,10.83,7.45,676.1,32901.0,3516.0,0.467,0.633,0.857,0.713,0.729
Jornal,BANDEIRANTES,PR,2,9.07,10.58,74.16,13.9,9.13,1.13,7.73,0.49,12.08,8.35,679.72,32016.0,2939.0,0.514,0.658,0.819,0.714,0.727
Jornal,CAMBÉ,PR,2,6.38,8.84,75.42,12.44,7.86,0.77,3.1,0.42,8.21,5.87,723.34,96541.0,7606.0,0.538,0.651,0.84,0.724,0.734
Jornal,CAMPINA GRANDE DO SUL,PR,2,5.98,4.98,76.58,10.7,4.89,1.17,6.03,0.44,8.99,6.56,671.29,38621.0,1894.0,0.528,0.605,0.86,0.712,0.718
Jornal,CASTRO,PR,2,7.63,8.26,74.36,13.6,6.45,3.91,12.09,0.53,15.16,10.17,639.54,66639.0,4328.0,0.466,0.6,0.823,0.704,0.703
Jornal,COLOMBO,PR,2,4.65,5.47,77.17,9.6,4.57,0.77,3.75,0.41,7.77,5.67,682.85,212419.0,9724.0,0.526,0.632,0.87,0.715,0.733
Jornal,CRUZEIRO DO OESTE,PR,2,12.56,6.23,74.5,13.4,10.45,0.77,5.41,0.43,8.88,6.31,617.44,20305.0,2134.0,0.461,0.64,0.825,0.698,0.717
Jornal,GOIOERÊ,PR,2,10.64,9.75,75.97,11.5,9.41,1.85,6.14,0.48,11.6,8.15,707.58,28869.0,2730.0,0.49,0.639,0.85,0.72,0.731
Jornal,GUARATUBA,PR,2,5.4,9.45,74.66,13.2,7.33,3.08,9.15,0.56,18.01,11.58,782.92,31809.0,2352.0,0.517,0.604,0.828,0.737,0.717
Jornal,IRATI,PR,2,4.56,8.75,75.11,13.4,7.94,1.89,6.79,0.49,11.68,8.09,685.81,55969.0,4461.0,0.476,0.64,0.835,0.715,0.726
Jornal,JACAREZINHO,PR,2,9.04,13.53,75.61,11.9,8.29,1.14,6.0,0.53,14.63,9.69,770.55,38787.0,3245.0,0.576,0.663,0.844,0.734,0.743
Jornal,JANDAIA DO SUL,PR,2,7.33,15.11,73.04,15.5,10.78,0.65,2.25,0.46,9.89,6.91,803.28,20153.0,2184.0,0.544,0.703,0.801,0.741,0.747
Jornal,LOANDA,PR,2,8.24,9.81,73.88,14.2,8.84,1.23,5.36,0.47,10.57,7.31,725.67,21023.0,1874.0,0.499,0.645,0.815,0.724,0.725
Jornal,MORRETES,PR,2,6.77,6.57,75.22,12.4,8.77,2.74,10.87,0.53,15.31,10.34,665.51,15642.0,1379.0,0.462,0.544,0.837,0.71,0.686
Jornal,NOVA ESPERANÇA,PR,2,8.81,10.42,74.72,13.1,9.77,0.78,4.17,0.46,10.29,7.04,719.26,26513.0,2599.0,0.488,0.628,0.829,0.723,0.722
Jornal,REALEZA,PR,2,7.82,7.48,74.82,13.0,8.93,1.16,6.11,0.43,8.87,6.44,704.94,16245.0,1459.0,0.449,0.63,0.83,0.72,0.722
Jornal,SANTA HELENA,PR,2,7.7,10.55,74.38,13.6,8.7,1.08,6.48,0.52,14.33,9.49,791.53,23338.0,2037.0,0.496,0.678,0.823,0.738,0.744
Jornal,SANTA TEREZINHA DE ITAIPU,PR,2,7.26,9.17,73.81,14.4,6.78,2.05,6.48,0.44,9.22,6.74,688.34,20714.0,1414.0,0.527,0.689,0.814,0.716,0.738
Jornal,TOLEDO,PR,2,4.6,13.48,76.3,12.12,6.84,0.78,2.88,0.46,10.27,7.2,876.72,118908.0,8161.0,0.586,0.702,0.855,0.755,0.768
Jornal,WENCESLAU BRAZ,PR,2,10.96,6.41,72.42,16.4,9.24,3.76,13.24,0.52,14.55,9.88,594.42,19117.0,1783.0,0.436,0.594,0.79,0.692,0.687
Jornal,APIÚNA,SC,2,5.93,6.07,74.61,14.1,6.92,1.38,2.95,0.39,7.34,5.33,776.69,9564.0,664.0,0.378,0.584,0.827,0.735,0.708
Jornal,COCAL DO SUL,SC,2,2.81,8.09,76.52,11.5,5.8,0.88,1.82,0.37,6.4,4.86,833.24,15155.0,879.0,0.606,0.74,0.859,0.747,0.78
Jornal,DIONÍSIO CERQUEIRA,SC,2,10.18,7.52,74.17,14.8,8.85,5.21,15.17,0.53,15.56,10.83,636.41,14753.0,1311.0,0.41,0.61,0.82,0.703,0.706
Jornal,FORQUILHINHA,SC,2,3.87,4.88,76.64,11.4,4.58,0.12,1.59,0.46,10.02,6.41,870.85,22503.0,1033.0,0.503,0.657,0.861,0.754,0.753
Jornal,GASPAR,SC,2,2.45,8.92,78.34,9.3,5.4,0.61,1.24,0.37,6.4,4.81,964.36,57615.0,3130.0,0.558,0.655,0.889,0.77,0.765
Jornal,GUABIRUBA,SC,2,2.77,4.26,77.53,10.3,5.62,0.93,1.91,0.34,5.65,4.27,851.75,18414.0,1036.0,0.476,0.653,0.876,0.75,0.754
Jornal,ITAIÓPOLIS,SC,2,4.7,7.72,75.17,13.3,7.41,3.88,11.82,0.49,12.13,8.42,625.36,20280.0,1505.0,0.423,0.606,0.836,0.7,0.708
Jornal,ITAPIRANGA,SC,2,3.28,10.32,75.5,12.9,7.39,1.05,3.06,0.45,9.55,6.77,942.44,15363.0,1138.0,0.556,0.723,0.842,0.766,0.775
Jornal,ORLEANS,SC,2,4.46,7.35,77.35,10.5,7.22,1.24,3.34,0.45,9.84,6.87,844.35,21373.0,1544.0,0.49,0.657,0.873,0.749,0.755
Jornal,BALNEÁRIO PIÇARRAS,SC,2,4.54,11.1,77.15,10.7,7.21,0.8,4.09,0.44,9.26,6.72,826.13,17029.0,1232.0,0.562,0.668,0.869,0.745,0.756
Jornal,PINHALZINHO,SC,2,4.95,10.15,78.17,9.5,7.05,0.77,2.23,0.43,8.7,6.13,893.85,16222.0,1152.0,0.552,0.716,0.886,0.758,0.783
Jornal,PIRATUBA,SC,2,5.4,8.44,74.72,14.0,10.8,0.71,2.76,0.43,8.65,6.27,779.57,4773.0,517.0,0.485,0.714,0.829,0.736,0.758
Jornal,RIO DO CAMPO,SC,2,5.79,5.24,73.18,16.3,7.46,1.63,5.92,0.5,12.73,8.32,803.46,6186.0,462.0,0.441,0.65,0.803,0.741,0.729
Jornal,RIO NEGRINHO,SC,2,3.84,7.69,75.89,12.4,5.74,0.31,5.02,0.44,9.37,6.59,664.58,39723.0,2288.0,0.537,0.668,0.848,0.71,0.738
Jornal,RODEIO,SC,2,3.75,5.38,78.34,9.3,9.29,,1.64,0.42,8.57,5.82,958.15,10871.0,1015.0,0.447,0.626,0.889,0.769,0.754
Jornal,SANTO AMARO DA IMPERATRIZ,SC,2,5.13,9.12,78.4,9.3,7.08,0.09,1.64,0.38,6.56,4.98,867.13,19714.0,1404.0,0.591,0.71,0.89,0.753,0.781
Jornal,SÃO JOÃO BATISTA,SC,2,3.41,4.82,76.9,11.1,5.15,0.31,1.13,0.33,5.42,4.01,794.12,26060.0,1353.0,0.521,0.634,0.865,0.739,0.74
Jornal,SÃO LOURENÇO DO OESTE,SC,2,6.7,9.59,73.43,15.9,7.92,1.62,3.83,0.46,10.45,7.16,841.27,21668.0,1725.0,0.527,0.695,0.807,0.748,0.749
Jornal,SÃO LUDGERO,SC,2,3.8,9.22,75.01,13.6,4.96,0.1,2.28,0.44,8.95,6.05,884.18,10930.0,545.0,0.564,0.683,0.834,0.756,0.755
Jornal,URUSSANGA,SC,2,3.24,9.74,77.54,10.3,9.21,0.51,2.46,0.4,7.56,5.58,883.42,20196.0,1863.0,0.532,0.695,0.876,0.756,0.772
Jornal,AGUDO,RS,2,6.78,5.42,75.84,12.4,11.03,3.91,8.71,0.52,14.45,9.67,861.06,16549.0,1845.0,0.385,0.524,0.847,0.752,0.694
Jornal,ARROIO DO MEIO,RS,2,1.88,6.22,76.62,11.4,10.03,0.02,1.09,0.36,5.99,4.5,850.06,18644.0,1884.0,0.51,0.706,0.86,0.75,0.769
Jornal,BALNEÁRIO PINHAL,RS,2,5.19,5.54,75.17,12.5,11.89,4.78,12.02,0.5,13.18,9.47,662.85,10824.0,1291.0,0.464,0.567,0.836,0.71,0.696
Jornal,CACEQUI,RS,2,7.51,5.95,73.39,15.0,10.96,3.98,12.69,0.52,13.64,9.55,550.88,13594.0,1499.0,0.487,0.626,0.807,0.68,0.7
Jornal,CAMAQUÃ,RS,2,7.05,7.84,74.14,14.0,9.36,2.13,9.19,0.48,11.82,8.28,686.36,62068.0,5875.0,0.44,0.578,0.819,0.715,0.697
Jornal,CARLOS BARBOSA,RS,2,2.54,8.91,75.07,13.5,8.35,,0.19,0.51,12.39,7.76,1446.56,25016.0,2104.0,0.588,0.724,0.835,0.835,0.796
Jornal,DOIS IRMÃOS,RS,2,2.04,7.36,75.87,12.4,5.64,,0.52,0.38,6.9,4.97,921.37,27406.0,1556.0,0.571,0.633,0.848,0.763,0.743
Jornal,DOM PEDRITO,RS,2,5.88,9.15,75.88,11.6,10.85,2.26,11.38,0.54,15.88,10.35,686.15,38512.0,4221.0,0.469,0.585,0.848,0.715,0.708
Jornal,ELDORADO DO SUL,RS,2,4.17,4.36,75.66,11.9,6.08,2.29,6.99,0.46,10.46,7.52,692.0,34100.0,2088.0,0.581,0.609,0.844,0.717,0.717
Jornal,ENCRUZILHADA DO SUL,RS,2,10.8,4.46,77.5,9.6,11.1,6.75,16.24,0.52,15.09,10.16,539.0,24287.0,2724.0,0.35,0.478,0.875,0.677,0.657
Jornal,ESTEIO,RS,2,2.65,9.57,75.57,12.0,7.83,1.32,4.53,0.48,11.0,7.83,955.86,80484.0,6326.0,0.646,0.662,0.843,0.769,0.754
Jornal,FARROUPILHA,RS,2,2.58,10.33,76.68,11.3,7.14,0.45,1.37,0.43,8.55,6.09,1045.05,63310.0,4544.0,0.601,0.696,0.861,0.783,0.777
Jornal,FLORES DA CUNHA,RS,2,3.16,8.74,75.95,11.5,8.38,0.48,1.12,0.44,8.89,6.42,1062.06,27005.0,2274.0,0.519,0.642,0.849,0.786,0.754
Jornal,GETÚLIO VARGAS,RS,2,4.12,9.0,75.55,12.8,11.77,1.2,3.68,0.45,9.61,6.9,837.17,15983.0,1901.0,0.518,0.658,0.843,0.747,0.746
Jornal,GUAPORÉ,RS,2,3.75,9.29,75.22,12.5,9.49,0.27,0.86,0.42,8.4,5.93,1035.41,22658.0,2165.0,0.512,0.685,0.837,0.781,0.765
Jornal,JAGUARÃO,RS,2,6.62,7.94,74.89,12.9,11.88,2.75,10.63,0.49,12.51,8.57,616.82,27734.0,3319.0,0.503,0.608,0.832,0.698,0.707
Jornal,JÚLIO DE CASTILHOS,RS,2,5.65,8.45,74.96,12.8,9.68,4.18,12.13,0.59,20.66,13.1,765.91,19352.0,1895.0,0.477,0.602,0.833,0.733,0.716
Jornal,MUÇUM,RS,2,4.47,7.45,75.38,13.0,15.38,0.39,2.5,0.39,7.16,5.32,887.43,4777.0,737.0,0.455,0.654,0.84,0.757,0.746
Jornal,NÃO-ME-TOQUE,RS,2,3.79,9.46,75.8,12.5,9.84,0.74,2.2,0.5,12.18,8.04,1051.05,15826.0,1568.0,0.562,0.673,0.847,0.784,0.765
Jornal,NOVA PRATA,RS,2,2.88,9.28,75.36,13.1,8.93,0.2,2.26,0.43,9.07,6.33,1039.74,22636.0,2039.0,0.568,0.686,0.839,0.782,0.766
Jornal,PALMARES DO SUL,RS,2,8.09,6.5,76.12,11.3,11.3,1.45,9.07,0.53,14.99,9.87,730.31,10930.0,1239.0,0.467,0.592,0.852,0.725,0.715
Jornal,RIO PARDO,RS,2,8.23,6.56,75.75,11.8,11.19,4.55,10.91,0.48,11.81,8.5,633.1,37177.0,4207.0,0.47,0.56,0.846,0.702,0.693
Jornal,SANTA CRUZ DO SUL,RS,2,3.37,14.24,76.1,11.76,8.97,0.96,3.68,0.49,11.75,8.2,1036.87,117169.0,10617.0,0.619,0.693,0.852,0.782,0.773
Jornal,SANTA ROSA,RS,2,3.75,11.99,77.25,9.53,8.43,0.55,3.98,0.47,10.54,7.5,863.61,68021.0,5783.0,0.597,0.693,0.871,0.752,0.769
Jornal,SÃO FRANCISCO DE PAULA,RS,2,7.44,5.7,76.57,10.7,9.4,2.64,7.8,0.46,10.46,7.58,628.15,20170.0,1930.0,0.411,0.534,0.86,0.701,0.685
Jornal,SÃO SEBASTIÃO DO CAÍ,RS,2,3.51,5.99,76.11,12.1,8.62,1.04,4.97,0.44,9.4,6.67,772.04,21820.0,1890.0,0.53,0.646,0.852,0.734,0.739
Jornal,SOLEDADE,RS,2,8.9,9.78,76.66,10.6,9.53,3.07,9.13,0.52,14.75,9.88,737.92,29754.0,2863.0,0.509,0.625,0.861,0.727,0.731
Jornal,TAQUARA,RS,2,4.34,7.54,77.82,9.15,9.01,1.19,4.81,0.5,12.72,8.68,871.42,54139.0,4926.0,0.484,0.579,0.88,0.754,0.727
Jornal,TRÊS DE MAIO,RS,2,4.43,9.55,75.02,13.5,11.66,1.2,4.7,0.5,12.88,8.77,881.15,23498.0,2767.0,0.532,0.694,0.834,0.756,0.759
