nome,apenas_digital,blog_site_pag,segmento_principal,caracteristicas,modelo_negocios,proprietario,regiao,uf,cidade,codmun,endereco,link,twitter,facebook,rss,obs,colaborador,email_veiculo,organizacao,funcionarios,periodicidade,jornalismo,fechou
RÁDIO OURO VERDE FM 105.5 MHZ,Não,Não,Rádio,Redes sociais,Publicidade (outros tipos),SIRA - Sistema Integrado de Rádios,Sul,PR,CURITIBA,4106902,"Avenida Marechal de Humberto Castelo Branco, 590, Cristo Rei",http://www.ouroverdefm.com.br,https://twitter.com/ouroverdefmeasy,https://pt-br.facebook.com/ouroverdefmeasy/,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),cassiano@ouroverdefm.com.br,,10 a 29 colaboradores,Diário,1,
RÁDIO PALMEIRA,Não,Não,Rádio,Newsletters,,Sociedade Rádio Palmeira Ltda.,Sul,RS,PALMEIRA DAS MISSÕES,4313706,,http://www.radiopalmeira.com.br/site/,https://twitter.com/radio_palmeira,https://www.facebook.com/Jornalismo-R%C3%A1dio-Palmeira-AM-FM-596808447108496/,,,Estudante,,,,Diário,1,
"RÁDIO PANTANAL FM 87,9",Não,Não,Rádio,Ele não tem outros destaques além do produto principal,,,Centro-Oeste,MS,TRÊS LAGOAS,5008305,"Rua Manoel Antonio Paes de Barros, 664 - CENTRO",http://www.fmpantanal87.com.br/site/index.php,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,,Diário,1,
RÁDIO PELOTENSE,Não,Não,Rádio,Opinião/colunistas,Conteúdo patrocinado,Sociedade Anônima Rádio Pelotense,Sul,RS,PELOTAS,4314407,Alberto Soveral 64,,,,,,Jornalista - editor / repórter / freelancer etc.,ppelotense@terra.com.br,,30 a 59 colaboradores,Diário,1,
RÁDIO PLANETÁRIO,Não,Não,Rádio,"Redes sociais, Noticiário em tempo real",,,Sul,RS,ESPUMOSO,4307500,"Av. Ângelo Macalós, 246 - Centro Espumoso/RS - CEP 99400-000",http://radioplanetario.com/,,https://www.facebook.com/radioplanetario/,,,Estudante,contato@radioplanetario.com,,10 a 29 colaboradores,Diário,1,
RÁDIO PONTAL FM LTDA SERTÃOZINHO,Não,Não,Rádio,"Opinião/colunistas, Redes sociais, Noticiário em tempo real","Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado, Prestação de serviços",,Sudeste,SP,SERTÃOZINHO,3551702,"Rua Francisco Osório de Menezes, 900 35900-597 Itabira",http://www.radiopontal.com.br/index.php?fbclid=IwAR0pOafJuml-pRRjKTzGUVdNwLU2ApSErIheCo7mY-5I2PxxZg1PlMmUPCQ,,https://www.facebook.com/radiopontal104.3/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,6 a 9 colaboradores,Diário,1,
RÁDIO POP ROCK FM,Não,Não,Rádio,Ele não tem outros destaques além do produto principal,,Grupo Pilau de Comunicações,Sul,RS,CRUZ ALTA,4306106,"Rua Pinheiro Machado, 628, 2º Andar, Centro, Cruz Alta - RS, CEP 98005-000",http://www.grupopilau.com.br/,,https://www.facebook.com/pg/poprockcruzalta/,,,Estudante,jornalismo@grupopilau.com.br,,,Diário,1,
RÁDIO PROVÍNCIA FM LTDA,Não tenho certeza,Não tenho certeza,Rádio,Ele não tem outros destaques além do produto principal,Conteúdo patrocinado,JALMO ANTONIO FORNARI,Sul,RS,TENENTE PORTELA,4321402,"Praça tenente bins, 139 sala 04",http://www.clicportela.com.br/?fbclid=IwAR0gmXysAGUzQi4ia1wnAOF8jewQC_FMyLzDCjk_WjyptOXRQPw1p0ex2vs,,https://www.facebook.com/provinciafm/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,comercial@provinciafm.com,,6 a 9 colaboradores,Diário,1,
RÁDIO QUARAÍ AM,Não,Não tenho certeza,Rádio,"Opinião/colunistas, Noticiário em tempo real",Publicidade (outros tipos),Jorge Alberto Lamb,Sul,RS,QUARAÍ,4315305,"Rua Baltazar Brum, nº 343",http://www.radioquarai.com.br/ouvir,,https://www.facebook.com/pg/radioquaraiam/about/?ref=page_internal,,,Estudante,,,6 a 9 colaboradores,Diário,1,
RÁDIO QUERÊNCIA DE SANTO AUGUSTO,Sim,Não,Rádio,"Opinião/colunistas, Vídeos, Redes sociais, Noticiário em tempo real",Publicidade (outros tipos),,Sul,RS,SANTO AUGUSTO,4317806,Rua Padre Roque Gonzáles 8,http://www.querenciaonline.com/integrantes,,,,,Estudante,,,10 a 29 colaboradores,Diário,1,
RÁDIO REDE VIDA,Não,Não,Rádio,Ele não tem outros destaques além do produto principal,"Financiamento institucional (ex. Fundações, empresas, etc)",Grupo Monteiro de Barros,Sudeste,SP,COLINA,3512001,"Rua Fuzinato Bertazi, nº 269, Patrimônio",http://redevida.com.br/,,,,,Jornalista - editor / repórter / freelancer etc.,,,1 a 5 colaboradores,Diário,1,
RÁDIO REGIONAL LTDA,Não,Não,Rádio,"Redes sociais, Noticiário em tempo real",Publicidade (outros tipos),,Sul,RS,SANTO CRISTO,4317905,Rua Vinte e Cinco de Julho,,,,,,Estudante,,,10 a 29 colaboradores,Diário,1,
RÁDIO RIO MAR,Não,Não,Rádio,"Redes sociais, Noticiário em tempo real","Publicidade (outros tipos), Conteúdo patrocinado",Arquidiocese de Manaus (https://radioriomarfm.com.br/institucional),Norte,AM,MANAUS,1302603,"Rua José Clemente, 500 – Centro",https://radioriomarfm.com.br/,,www.facebook.com/@radioriomarfm,,,Estudante,,,,Diário,1,
RÁDIO RIOS,Não,Não,Rádio,Ele não tem outros destaques além do produto principal,Conteúdo patrocinado,Empresa de Comunicação Encontro dos Rios Ltda.,Norte,AM,BENJAMIN CONSTANT,1300607,,,,https://facebook.com/@radiorios,,,Estudante,radiorios2016@gmail.com,,1 a 5 colaboradores,Diário,1,
RÁDIO SANT'ANA,Não,Não,Rádio,Ele não tem outros destaques além do produto principal,,,Sul,PR,PONTA GROSSA,4119905,,,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,comercial@radiosantana.com.br,,,,1,
RÁDIO SARA BRASIL FM,Não,Não,Rádio,"Vídeos, Redes sociais, Ele não tem outros destaques além do produto principal","Financiamento institucional (ex. Fundações, empresas, etc)",Bispo Robson Rodovalho https://sarabrasilfm.com.br/a-radio/,Sul,RS,PORTO ALEGRE,4314902,Rua Balduíno Pereira,https://sarabrasilfm.com.br/,https://twitter.com/sarabrasilfm,https://www.facebook.com/redesarabrasilfmbsb/,,,Estudante,contato@sarabrasilfm.com,,,Diário,1,
RÁDIO SARANDI,Não,Não,Rádio,"Opinião/colunistas, Vídeos, Redes sociais, Noticiário em tempo real",,,Sul,RS,SEBERI,4320206,Tv. Quatro de Julho,,,,,,Estudante,,,1 a 5 colaboradores,Diário,1,
RÁDIO SEM FRONTEIRAS FM LTDA,Não,Não,Rádio,"Redes sociais, Noticiário em tempo real",,,Sul,RS,SARANDI,4320107,Av. Duque de Caxias 1320,,,https://m.facebook.com/pages/Rádio-Sem-Fronteiras-907-FM-de-Sarandi/138125416259076,,,Estudante,,,1 a 5 colaboradores,,1,
RÁDIO SERRA DO MAR - FM 94.1,Não,Não,Rádio,"Podcast, Redes sociais, Noticiário em tempo real","Publicidade (outros tipos), Conteúdo patrocinado, Prestação de serviços, Financiamento institucional (ex. Fundações, empresas, etc)",Fundação Social Nossa Senhora do Rosário,Sul,PR,ANTONINA,4101200,Praça Coronel Macedo,http://serradomarfm94.com/default.php?pagina=a-radio.php,,https://www.facebook.com/radioserradomarfm/?ref=settings,,,Jornalista - editor / repórter / freelancer etc.,admfm94.1@gmail.com,,1 a 5 colaboradores,Diário,1,
RÁDIO SERTANEJA,Não,Não,Rádio,Ele não tem outros destaques além do produto principal,"Financiamento institucional (ex. Fundações, empresas, etc)",Joel Pettineli,Sudeste,SP,BARRETOS,3505500,"Rua José Joaquim Thomás, n°40, Jardim Universitário",http://www.radiosertaneja.com.br/,,https://www.facebook.com/radiosertanejabarretos/,,,Jornalista - editor / repórter / freelancer etc.,contato@radiosertaneja.com.br,,1 a 5 colaboradores,Diário,1,
RÁDIO SIDERAL,Sim,Não tenho certeza,Rádio,Noticiário em tempo real,,,Sul,RS,GETÚLIO VARGAS,4308904,Rua Pedro Toniollo,https://www.rádiosideral.cpm.br,,,,,Estudante,,,6 a 9 colaboradores,Diário,1,
RÁDIO SIMPATIA,Não,Não,Rádio,"Noticiário em tempo real, Possui alguma edição impressa","Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado, Prestação de serviços",Grupo simpatia de comunicação,Sul,RS,CHAPADA,4305306,Rua da república 220,,,https://facebook.com/radiosimpatiaam,,,Jornalista - editor / repórter / freelancer etc.,simpatia@radiosimpatia.com.br,,10 a 29 colaboradores,Diário,1,
RÁDIO SISTEMA (JOVEM PAN),Não,Não,Rádio,Ele não tem outros destaques além do produto principal,"Financiamento institucional (ex. Fundações, empresas, etc)",Grupo Monteiro de Barros,Sudeste,SP,BARRETOS,3505500,"Pra;a Joel Waldo Dal Moro, nº 1, Centro",,,https://www.facebook.com/JovemPanBarretos/,,,Jornalista - editor / repórter / freelancer etc.,,,1 a 5 colaboradores,Diário,1,
RÁDIO SOCIEDADE SOL DA AMERICA LTDA,Sim,Não tenho certeza,Rádio,Ele não tem outros destaques além do produto principal,"Publicidade (outros tipos), Conteúdo patrocinado",VALCIR PEDRO CAVALLI,Sul,RS,VISTA ALEGRE,4323507,"Rua Aristides Riboli, 08, 2º andar Vista Alegre",http://www.soldamerica.com.br/?fbclid=IwAR2hhXb45s2hHZxDr0yhTXQR-LlwwMbw_sZ8Jwg8PnpKcrxMuzdcHRRFJdw,-,https://www.facebook.com/pg/Radio91.1FmOficial/about/?ref=page_internal,,,Estudante,atendimento@soldamerica.com.br,,1 a 5 colaboradores,Diário,1,
RÁDIO SOCIEDADE TUPANCIRETÃ LTDA,Não tenho certeza,Não tenho certeza,Rádio,"Podcast, Noticiário em tempo real","Publicidade (outros tipos), Conteúdo patrocinado",AMELIA ROSA GHISLENI PURETZ - MIGUEL PURETZ NETO - ANA ROSA PURETZ,Sul,RS,TUPANCIRETÃ,4322202,R OTACILIO AZEVEDO	 - 2 centro,http://tupa.am.br/?fbclid=IwAR1AaGJr43NWkk6WzzmJEZH1BEqJPTEwywbEvW6kwxxJbyGkdvfw6rX-ayI,,https://www.facebook.com/pg/tupaam/about/?ref=page_internal,,,Estudante,contato@tupa.am.br,,6 a 9 colaboradores,Diário,1,
RÁDIO SÃO GABRIEL,Não tenho certeza,Não tenho certeza,Rádio,"Podcast, Vídeos","Financiamento institucional (ex. Fundações, empresas, etc)",,Sul,RS,SÃO GABRIEL,4318309,"Rua Mascaranhas de Moraes, 586 97300000 São Gabriel, Rio Grande Do Sul, Brazil",,,https://www.facebook.com/Radio-S%C3%A3o-Gabriel-667501463584347/,,,Outro,,,1 a 5 colaboradores,Diário,1,
RÁDIO SÃO LUIZ LTDA,Não,Não,Rádio,"Vídeos, Redes sociais, Noticiário em tempo real",,,Sul,RS,SÃO LUIZ GONZAGA,4318903,,https://radiosaoluiz.com,,,,,Estudante,,,,,1,
RÁDIO SÃO MIGUEL URUGUAIANA,Não,Não,Rádio,"Opinião/colunistas, Redes sociais, Noticiário em tempo real",Publicidade (outros tipos),José Francisco Queiroz Bermudes,Sul,RS,URUGUAIANA,4322400,"Rua General Canabarro, 1450",http://www.radiosaomiguel.com.br/,,,,,Estudante,portariasm@hotmail.com,,6 a 9 colaboradores,Diário,1,
RÁDIO T,Não,Não,Rádio,Redes sociais,,,Sul,PR,PONTA GROSSA,4119905,,http://www2.radiot.com.br/,,https://www.facebook.com/radiotfm/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,contato@radiot.com.br,,,,1,
RÁDIO TAPEJARA LTDA,Sim,Não tenho certeza,Rádio,"Podcast, Noticiário em tempo real","Publicidade (outros tipos), Conteúdo patrocinado",JOHNNY DORVAL ZOPPAS,Sul,RS,TAPEJARA,4320909,"Rua Armando Cardoso, 596",http://www.radiotapejara.com.br/?fbclid=IwAR3TeiMBNS7CWZqbiTxV9R1GfDiDm_M2hx0e5S6HMtoOV9sx6EI9RzHExDU,,https://www.facebook.com/pg/RadioTapejara/about/?ref=page_internal,,,Estudante,contato@radiotapejara.com.br,,6 a 9 colaboradores,Diário,1,
RÁDIO TCHÊ COMUNIDADE,Não,Não,Rádio,Noticiário em tempo real,"Financiamento institucional (ex. Fundações, empresas, etc)",,Sul,RS,QUARAÍ,4315305,"Av. Sete de Setembro, 1347",,,,,,Estudante,fabioveeck@hotmail.com,,10 a 29 colaboradores,Diário,1,
RÁDIO TCHÊ SÃO GABRIEL,Não,Não,Rádio,Ele não tem outros destaques além do produto principal,"Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado, Financiamento institucional (ex. Fundações, empresas, etc)",Rede Tchê de Comunicação https://pt.wikipedia.org/wiki/R%C3%A1dio_S%C3%A3o_Gabriel ou http://redetche.com.br/#!/home,Sul,RS,SÃO GABRIEL,4318309,"Av. Mascarenhas de Moraes, 586",http://redetche.com.br/#!/home,,,,,Estudante,,,10 a 29 colaboradores,Diário,1,
RÁDIO TOCANTINS,Não,Não,Rádio,Ele não tem outros destaques além do produto principal,"Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos)",DIRCE INACIO FERREIRA,Norte,TO,ARAGUAÍNA,1702109,"Avenida Aquarela Musical, 208 - Pq. Sonhos Dourados",http://tocantinsfmaraguaina.com.br/default.php?pagina=a-radio.php,https://twitter.com/FMTocantinsARN,https://www.facebook.com/tocantinsfmaraguainaoficial/?__tn__=HHH-R,,,Estudante,bsfmsbt@brazil-online.com.br,,,Diário,1,
RÁDIO TRANSAMÉRICA,Não,Não,Rádio,Ele não tem outros destaques além do produto principal,"Financiamento institucional (ex. Fundações, empresas, etc)",Abdala Rezeck,Sudeste,SP,BARRETOS,3505500,"Avenida 17, nº 560, Centro",http://www.transamericabarretos.com.br/,,https://www.facebook.com/transamericafmbarretos/,,,Jornalista - editor / repórter / freelancer etc.,transamericabarretos@jornaldebarretos.com.br,,1 a 5 colaboradores,Diário,1,
RÁDIO TROPICAL SAT,Não,Não,Rádio,"Podcast, Noticiário em tempo real",Conteúdo patrocinado,Flávio Ciro,Nordeste,BA,JUAZEIRO,2918407,"Rua José Petitinga, bairro Santo Antônio",http://www.tropicalsat.com.br/new-site/,,,,,Jornalista - editor / repórter / freelancer etc.,noticias@tropicalsat.com.br,,10 a 29 colaboradores,Diário,1,
"RÁDIO TRÊS LAGOAS FM 101,7",Não,Não,Rádio,Noticiário em tempo real,"Financiamento institucional (ex. Fundações, empresas, etc)",Rede MS Integração de Rádio e Televisão,Centro-Oeste,MS,TRÊS LAGOAS,5008305,"Rua João Marchesi, 1074",http://www.treslagoasfm.com.br/,,https://www.facebook.com/treslagoasfm/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,regiane@treslagoasfm.com.br,,10 a 29 colaboradores,Diário,1,
RÁDIO UIRAPURU,Não,Não,Online,Noticiário em tempo real,"Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos)","Luiz Alberto Terra Amaro
https://registro.br/2/whois#lresp",Sul,RS,PASSO FUNDO,4314100,"Av. Sete de Setembro,161 Passo Fundo",http://rduirapuru.com.br/,https://twitter.com/radiouirapuru,https://www.facebook.com/radiouirapuruoficial/,,,Estudante,,,10 a 29 colaboradores,Diário,1,
RÁDIO UNIVERSIDADE - UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,Não,Não,Rádio,Redes sociais,"Financiamento institucional (ex. Fundações, empresas, etc)",UFRGS: http://www.radio.ufrgs.br/,Sul,RS,PORTO ALEGRE,4314902,"Campus Central da UFRGS - Rua Sarmento Leite, 426",http://www.radio.ufrgs.br/,https://twitter.com/ufrgsradio,https://www.facebook.com/radiodauniversidade/,,,Estudante,radiodir@ufrgs.br,,10 a 29 colaboradores,De segunda à sábado,1,
RÁDIO UNIVERSIDADE AM,Não,Não,Rádio,"Opinião/colunistas, Redes sociais, Noticiário em tempo real","Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Prestação de serviços",,Sul,RS,PELOTAS,4314407,Felix da Cunha - 408,,https://twitter.com/runiversidade,facebook.com/radiouniversidade1160am,,,Jornalista - editor / repórter / freelancer etc.,,,10 a 29 colaboradores,Diário,1,
RÁDIO UPF,Não,Não,Rádio,Newsletters,Publicidade (outros tipos),Fundação Universidade de Passo Fundo,Sul,RS,PASSO FUNDO,4314100,"BR 285 Km 292,7",https://www.upf.br/radio,https://twitter.com/radioupf,https://www.facebook.com/radioupf/,,,Estudante,radio@upf.br,,,Diário,1,
RÁDIO VALE FM,Não,Não,Rádio,Ele não tem outros destaques além do produto principal,"Financiamento institucional (ex. Fundações, empresas, etc)",Associação Comunitária e Cultural do Vale do Rio Grande,Sudeste,SP,COLÔMBIA,3512100,"Rua José da Mata, nº 830, Centro",http://radiovalefm98.com.br/,,,,,Jornalista - editor / repórter / freelancer etc.,valefm104@hotmail.com,,1 a 5 colaboradores,Diário,1,
RÁDIO VERA CRUZ AM 1270 KHZ - EMISSORAS SUL BRASILEIRAS LTDA,Não,Não,Rádio,Noticiário em tempo real,"Conteúdo patrocinado, Prestação de serviços",Luiz Cesar Pilau,Sul,RS,HORIZONTINA,4309605,"Rua Balduíno Schneider, 254 - Centro",http://radioveracruz.com.br/,,https://www.facebook.com/RadioVeraCruzHz/,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),radio@radioveracruz.com.br,,6 a 9 colaboradores,Diário,1,
RÁDIO WEB COOPNEWS,Sim,Não,Online,"Podcast, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago)",Walter Correa,Norte,AM,MANAUS,1302603,,http://radiowebcoopnews.com.br/,,https://www.facebook.com/radiowebcoopnews/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,1 a 5 colaboradores,Diário,1,
RÁDIOI RENASCER,Não,Não,Rádio,Noticiário em tempo real,Publicidade (outros tipos),,Sul,RS,CAMPO NOVO,4304002,avenida bento gonçalves 953 apto1,http://renascerfm.com.br/,,https://www.facebook.com/?_rdr,,,Jornalista - editor / repórter / freelancer etc.,contato@renascerfm.com.br,,6 a 9 colaboradores,Diário,1,
SALAMANCA RÁDIO DIFUSÃO FM LTDA,Não,Não,Rádio,"Newsletters, Vídeos, Redes sociais, Noticiário em tempo real",Publicidade (outros tipos),Mirna Ruth Castro,Sul,RS,QUARAÍ,4315305,Av 7 de setembro 587 sobreloja centro,http://www.salamancafm.com.br,,facebool.com/salamancafm,,,Estudante,,,6 a 9 colaboradores,Diário,1,
SANTA,Não,Não,Jornal,"Opinião/colunistas, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.)",NSC Comunicação,Sul,SC,BLUMENAU,4202404,"Rua Presidente Getúlio Varga, nº 32-Blumenau-cep 89010-140",https://www.nsctotal.com.br/santa,,https://www.facebook.com/JornaldeSantaCatarina/,http://jornaldesantacatarina.clicrbs.com.br/sc/rss/,,Jornalista - editor / repórter / freelancer etc.,leitor@santa.com.br,,60 a 119 colaboradores,Diário,1,
SAÚDE,Não,Não,Revista,Possui alguma edição impressa,"Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Conteúdo patrocinado",Abril,Sudeste,SP,SÃO PAULO,3550308,,https://saude.abril.com.br/,,,,,Jornalista - editor / repórter / freelancer etc.,,,60 a 119 colaboradores,Mensal,1,
SBT MS,Não,Não,Televisão,Noticiário em tempo real,"Financiamento institucional (ex. Fundações, empresas, etc)",Rede Centro-Oeste de Rádio e Televisão,Centro-Oeste,MS,CAMPO GRANDE,5002704,"Av. Calógeras, 315 – Vila Americana",http://www.sbtms.com.br/,,https://www.facebook.com/sbtms,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,jornalismo@sbtms.com.br,,60 a 119 colaboradores,Diário,1,
SCC TV,Não,Não,Televisão,"Redes sociais, Ele não tem outros destaques além do produto principal",Publicidade (outros tipos),Grupo SCC,Sul,SC,FLORIANÓPOLIS,4205407,"Rua Ernesto Stodieck, 322, Morro da Cruz 88025-130 Florianópolis",http://gruposcc.com.br/scc/site/home,https://twitter.com/@SBTsc,https://www.facebook.com/SBTSConline/,,,Jornalista - editor / repórter / freelancer etc.,destaques.sbtsc@gmail.com,,Mais de 120 colaboradores,Diário,1,
SELECT,Não,Não,Revista,Possui alguma edição impressa,"Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago)",Editora 3,Sudeste,SP,SÃO PAULO,3550308,,,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,Mais de 120 colaboradores,Mensal,1,
SEMANÁRIO DE SANTA TERSINHA - PIRACICABA,Não,Não,Jornal,"Opinião/colunistas, Newsletters, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Conteúdo patrocinado, Prestação de serviços",,Sudeste,SP,PIRACICABA,3538709,"Rua Wolsir A. Antonini, 451 Bairro Fenavinho",http://jornalsemanario.com.br/contato/,https://twitter.com/jsemanario/,https://www.facebook.com/jornalsemanario,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,online@jornalsemanario.com.br,,6 a 9 colaboradores,Semanal,1,
SENTINELA 24H,Sim,Sim,Online,Noticiário em tempo real,Publicidade (outros tipos),Ralph Pereira Quevedo,Sul,RS,SANT'ANA DO LIVRAMENTO,4317103,"Rua Tamadaré 974, Centro.",https://www.sentinela24h.com/?fbclid=IwAR0KpmM1H8zsspjMIjfhOHOb6QB9ftkaUJ7S8DxELf5o9qNXD099Dl0KHzE,https://twitter.com/Sentinela24h,https://www.facebook.com/pg/sentinela24h/,https://www.sentinela24h.com/feed.xml,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,sentinela24h@hotmail.com,,10 a 29 colaboradores,Diário,1,
"SERRA FM 106,5",Não,Não,Rádio,Noticiário em tempo real,,Grupo Feitosa,Centro-Oeste,MS,RIO VERDE DE MATO GROSSO,5007406,"Rua José Bonifácio, 118 Centro",http://www.acritica.net/radios/serra-fm-106-5/,https://twitter.com/SerraFM,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,,Diário,1,
"SERRANA FM  88,7",Não,Não,Rádio,"Noticiário em tempo real, Ele não tem outros destaques além do produto principal",,Grupo Feitosa,Centro-Oeste,MS,NIOAQUE,5005806,"Rua Prefeito Souza Rangel, 70 Centro",http://www.acritica.net/radios/serrana-fm-88-7/,https://twitter.com/@FMSerrana,https://www.facebook.com/serranafm.com.br,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,,Diário,1,
SERRASCONLINE.COM.BR,Sim,Sim,Online,"Blogs, Redes sociais","Publicidade gráfica (banners, pop-ups etc.)",Site,Sul,SC,LAGES,4209300,jorge lacerda,http://serrasconline.com.br/,,,,,Jornalista - editor / repórter / freelancer etc.,marioc.lages@hotmail.com,,Um colaborador (operação individual/blog),Sem periodicidade definida,1,
SETE DIAS,Não,Não tenho certeza,Jornal,"Opinião/colunistas, Newsletters, Noticiário em tempo real, Possui alguma edição impressa","Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos)",,Sudeste,MG,SETE LAGOAS,3167202,,http://www.setedias.com.br/,https://twitter.com/Jornal7Dias,https://www.facebook.com/jornalsetedias/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,setedias@setedias.com.br,,,Semanal,1,
SISTEMA MPA,Não,Não,Rádio,"Opinião/colunistas, Noticiário em tempo real, Possui alguma edição impressa",Publicidade (outros tipos),MPA,Sudeste,MG,DIVINÓPOLIS,3122306,Av Antonio oliompio 545,https://www.sistemampa.com.br,,,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),gustavo@sistemampa.com.br,,60 a 119 colaboradores,Diário,1,
SISTEMA SYRIA DE COMUNICAÇÕES LTDA,Sim,Não tenho certeza,Rádio,Noticiário em tempo real,,,Sul,RS,HORIZONTINA,4309605,"Rua Dahne de Abreu, 593",,,,,,,,,6 a 9 colaboradores,Diário,1,
SITE CADERNO7,Sim,Sim,Online,"Blogs, Opinião/colunistas, Vídeos, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado, Prestação de serviços",Marcelo Ribeiro - www.caderno7.com,Sul,RS,SÃO GABRIEL,4318309,"Rua General Câmara, 312",https://www.caderno7.com,https://twitter.com/cadernosete,https://facebook.com/caderno7,http://feeds.feedburner.com/cadernosete,,Jornalista - editor / repórter / freelancer etc.,blogcadernosete@gmail.com,,Um colaborador (operação individual/blog),Diário,1,
SITE ROGER LERINA,Sim,Sim,Online,"Opinião/colunistas, Newsletters, Vídeos, Redes sociais","Publicidade gráfica (banners, pop-ups etc.), Conteúdo patrocinado",Roger Lerina,Sul,RS,PORTO ALEGRE,4314902,"Rua Francisco Ferrer, 504/103",http://rogerlerina.com.br,https://twitter.com/@lerina,https://www.facebook.com/roger.lerina,,,Jornalista - editor / repórter / freelancer etc.,rogerlerina@gmail.com,,,Diário,1,
SITE SUDOESTE BAHIA,Sim,Sim,Online,"Blogs, Opinião/colunistas, Newsletters, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado, Prestação de serviços",,Nordeste,BA,CAETITÉ,2905206,Rua Conego Bastos,https://www.sudoestebahia.com,,https://www.facebook.com/sudoestebahia/,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),contato@sudoestebahia.com,,1 a 5 colaboradores,Diário,1,
SITE TURBINADO,Sim,Sim,Online,"Opinião/colunistas, Newsletters, Redes sociais",,,Sul,RS,PORTO ALEGRE,4314902,Rua da República - Cidade Baixa,https://www.turbinado.art.br/,https://twitter.com@TurbinadoBr,https://facebook.com/@turbinado.art,,,Outro,contato@turbinado.com.br,,Um colaborador (operação individual/blog),Diário,1,
SOCIEDADE DE TELEVISAO MANAUARA LTDA,Não,Não,Rádio,"Redes sociais, Noticiário em tempo real",Publicidade (outros tipos),MARCELO FEITOSA NEVES,Norte,AM,MANAUS,1302603,"Rua Belém, 296 - Nossa Sra. das Graças",,https://twitter.com/radioemtempo,https://www.facebook.com/radioemtempo,,,Estudante,administracao@emtempo.com.br,,,Diário,1,
SOCIEDADE RADIO RURAL DE RINOPOLIS,Não,Não,Rádio,"Opinião/colunistas, Noticiário em tempo real","Publicidade (outros tipos), Conteúdo patrocinado, Prestação de serviços",,Sudeste,SP,RINÓPOLIS,3543808,,,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,1 a 5 colaboradores,Diário,1,
SOCIEDADE RÁDIO AMETISTA,Não,Não,Rádio,Newsletters,,"MARTINHO FRANCISCO SCHUTKOSKI
https://registro.br/2/whois#lresp",Sul,RS,PLANALTO,4314704,"Av. Daltro Filho, 1000, Bairro: Centro",http://pontonortefm.com.br/index.php,,https://www.facebook.com/www.radioametista.com.br/,,,Estudante,radioametista@hotmail.com,,6 a 9 colaboradores,Diário,1,
